url,final_url,http_status,primary_kw,co_occurrence_terms,title,title_len,meta_desc_len,h1_count,h2_count,word_count,canonical,robots_noindex,ld_types,score_title,score_desc,score_headings,score_depth,score_schema,score_total,page_clicks,page_impressions,page_ctr,page_position,top_countries,recommendations
http://nrlc.ai/services/generative-seo/jeju/,https://nrlc.ai/services/generative-seo/jeju/,200,http://nrlc.ai/services/generative-seo/jeju/,http|nrlc|ai|services|generative|seo|jeju,Generative SEO in jeju | NRLC.ai AI SEO,39,127,1,1,181,https://nrlc.ai/services/generative-seo/jeju/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.22625,1.0,0.415,0.0,1.0,0.0,10.0,,"Add primary keyword to <title> (primary: ""http://nrlc.ai/services/generative-seo/jeju/""). | Title too short (<40 chars). Expand with value props. | Add primary keyword to meta description naturally. | Thin content (181 words). Target 1000–1500 with semantic coverage: http, nrlc, ai, services, generative, seo."
https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,200,https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,fr|https|nrlc|ai|services|voice|search|optimization|manchester,Voice Search & AI Assistant Optimization in manchester | NRLC.ai AI SEO,71,159,1,1,182,https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.2275,1.0,0.415,0.0,1.0,0.0,15.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (182 words). Target 1000–1500 with semantic coverage: fr, https, nrlc, ai, services, voice."
https://nrlc.ai/ko-kr/services/voice-search-optimization/manchester/,https://nrlc.ai/ko-kr/services/voice-search-optimization/manchester/,200,https://nrlc.ai/ko-kr/services/voice-search-optimization/manchester/,https|nrlc|ai|ko|kr|services|voice|search|optimization|manchester,Voice Search & AI Assistant Optimization in manchester | NRLC.ai AI SEO,71,159,1,1,182,https://nrlc.ai/ko-kr/services/voice-search-optimization/manchester/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.2275,1.0,0.415,0.0,2.0,0.0,19.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/ko-kr/services/voice-search-optimization/manchester/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (182 words). Target 1000–1500 with semantic coverage: https, nrlc, ai, ko, kr, services."
https://nrlc.ai/services/generative-seo/kobe/,https://nrlc.ai/services/generative-seo/kobe/,200,https://nrlc.ai/services/generative-seo/kobe/,https|nrlc|ai|services|generative|seo|kobe,Generative SEO in kobe | NRLC.ai AI SEO,39,127,1,1,181,https://nrlc.ai/services/generative-seo/kobe/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.22625,1.0,0.415,0.0,1.0,0.0,19.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/services/generative-seo/kobe/""). | Title too short (<40 chars). Expand with value props. | Add primary keyword to meta description naturally. | Thin content (181 words). Target 1000–1500 with semantic coverage: https, nrlc, ai, services, generative, seo."
https://nrlc.ai/services/voice-search-optimization/stockport/,https://nrlc.ai/services/voice-search-optimization/stockport/,200,https://nrlc.ai/services/voice-search-optimization/stockport/,https|nrlc|ai|services|voice|search|optimization|stockport,Voice Search & AI Assistant Optimization in stockport | NRLC.ai AI SEO,70,158,1,1,182,https://nrlc.ai/services/voice-search-optimization/stockport/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.2275,1.0,0.415,0.0,7.0,0.0,62.57,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/services/voice-search-optimization/stockport/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (182 words). Target 1000–1500 with semantic coverage: https, nrlc, ai, services, voice, search."
https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,200,https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,de|https|nrlc|ai|services|voice|search|optimization|san|antonio,Voice Search & AI Assistant Optimization in san-antonio | NRLC.ai AI SEO,72,160,1,1,184,https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.23,1.0,0.416,0.0,4.0,0.0,8.75,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (184 words). Target 1000–1500 with semantic coverage: de, https, nrlc, ai, services, voice."
https://nrlc.ai/es-es/services/voice-search-optimization/fort-worth/,https://nrlc.ai/es-es/services/voice-search-optimization/fort-worth/,200,https://nrlc.ai/es-es/services/voice-search-optimization/fort-worth/,es|https|nrlc|ai|services|voice|search|optimization|fort|worth,Voice Search & AI Assistant Optimization in fort-worth | NRLC.ai AI SEO,71,159,1,1,184,https://nrlc.ai/es-es/services/voice-search-optimization/fort-worth/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.23,1.0,0.416,0.0,2.0,0.0,64.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/es-es/services/voice-search-optimization/fort-worth/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (184 words). Target 1000–1500 with semantic coverage: es, https, nrlc, ai, services, voice."
https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,200,https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,ai|fr|https|nrlc|services|featured|snippets|southend|sea,Featured Snippets AI Optimization in southend-on-sea | NRLC.ai AI SEO,69,157,1,1,186,https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.0,0.5,0.6,0.2325,1.0,0.416,0.0,1.0,0.0,76.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/""). | Title too long (>65). Tighten to avoid truncation. | Add primary keyword to meta description naturally. | Thin content (186 words). Target 1000–1500 with semantic coverage: ai, fr, https, nrlc, services, featured."
https://nrlc.ai/insights/geo16-framework/,https://nrlc.ai/insights/geo16-framework/,200,https://nrlc.ai/insights/geo16-framework/,https|nrlc|ai|insights|geo16|framework,"The GEO-16 Framework: Six Principles, Sixt... | NRLC.ai Research",64,160,1,7,172,https://nrlc.ai/insights/geo16-framework/,False,"Answer,Article,BreadcrumbList,FAQPage,ImageObject,ListItem,Organization,Question,SearchAction,Thing,WebSite",0.5,0.5,0.0,0.215,1.0,0.418,0.0,2.0,0.0,6.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/insights/geo16-framework/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (172 words). Target 1000–1500 with semantic coverage: https, nrlc, ai, insights, geo16, framework."
https://nrlc.ai/en-us/services/link-building-ai/kazo/,https://nrlc.ai/en-us/services/link-building-ai/kazo/,200,https://nrlc.ai/en-us/services/link-building-ai/kazo/,ai|https|nrlc|en|us|services|link|building|kazo,AI Link Building Strategy in kazo | NRLC.ai AI SEO,50,138,1,1,182,https://nrlc.ai/en-us/services/link-building-ai/kazo/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,1.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-us/services/link-building-ai/kazo/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, us, services."
https://nrlc.ai/en-us/services/schema-markup-ai/ageo/,https://nrlc.ai/en-us/services/schema-markup-ai/ageo/,200,https://nrlc.ai/en-us/services/schema-markup-ai/ageo/,ai|https|nrlc|en|us|services|schema|markup|ageo,AI Schema Markup in ageo | NRLC.ai AI SEO,41,129,1,1,182,https://nrlc.ai/en-us/services/schema-markup-ai/ageo/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,1.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-us/services/schema-markup-ai/ageo/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, us, services."
https://nrlc.ai/services/semantic-seo-ai/souka/,https://nrlc.ai/services/semantic-seo-ai/souka/,200,https://nrlc.ai/services/semantic-seo-ai/souka/,ai|https|nrlc|services|semantic|seo|souka,Semantic SEO for AI in souka | NRLC.ai AI SEO,45,133,1,1,182,https://nrlc.ai/services/semantic-seo-ai/souka/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,1.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/services/semantic-seo-ai/souka/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, services, semantic, seo."
https://nrlc.ai/de-de/services/b2b-seo-ai/sayama/,https://nrlc.ai/de-de/services/b2b-seo-ai/sayama/,200,https://nrlc.ai/de-de/services/b2b-seo-ai/sayama/,ai|de|https|nrlc|services|b2b|seo|sayama,B2B AI SEO Strategy in sayama | NRLC.ai AI SEO,46,134,1,1,182,https://nrlc.ai/de-de/services/b2b-seo-ai/sayama/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,3.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/de-de/services/b2b-seo-ai/sayama/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, de, https, nrlc, services, b2b."
https://nrlc.ai/en-gb/services/b2b-seo-ai/hamamatsu/,https://nrlc.ai/en-gb/services/b2b-seo-ai/hamamatsu/,200,https://nrlc.ai/en-gb/services/b2b-seo-ai/hamamatsu/,ai|https|nrlc|en|gb|services|b2b|seo|hamamatsu,B2B AI SEO Strategy in hamamatsu | NRLC.ai AI SEO,49,137,1,1,182,https://nrlc.ai/en-gb/services/b2b-seo-ai/hamamatsu/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,3.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-gb/services/b2b-seo-ai/hamamatsu/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, gb, services."
https://nrlc.ai/en-us/services/link-building-ai/ansan/,https://nrlc.ai/en-us/services/link-building-ai/ansan/,200,https://nrlc.ai/en-us/services/link-building-ai/ansan/,ai|https|nrlc|en|us|services|link|building|ansan,AI Link Building Strategy in ansan | NRLC.ai AI SEO,51,139,1,1,182,https://nrlc.ai/en-us/services/link-building-ai/ansan/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,3.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-us/services/link-building-ai/ansan/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, us, services."
https://nrlc.ai/de-de/services/link-building-ai/ulsan/,https://nrlc.ai/de-de/services/link-building-ai/ulsan/,200,https://nrlc.ai/de-de/services/link-building-ai/ulsan/,ai|de|https|nrlc|services|link|building|ulsan,AI Link Building Strategy in ulsan | NRLC.ai AI SEO,51,139,1,1,182,https://nrlc.ai/de-de/services/link-building-ai/ulsan/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,4.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/de-de/services/link-building-ai/ulsan/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, de, https, nrlc, services, link."
https://nrlc.ai/es-es/services/b2b-seo-ai/sayama/,https://nrlc.ai/es-es/services/b2b-seo-ai/sayama/,200,https://nrlc.ai/es-es/services/b2b-seo-ai/sayama/,ai|es|https|nrlc|services|b2b|seo|sayama,B2B AI SEO Strategy in sayama | NRLC.ai AI SEO,46,134,1,1,182,https://nrlc.ai/es-es/services/b2b-seo-ai/sayama/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,9.0,0.0,5.11,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/es-es/services/b2b-seo-ai/sayama/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, es, https, nrlc, services, b2b."
http://nrlc.ai/services/b2b-seo-ai/osaka/,https://nrlc.ai/services/b2b-seo-ai/osaka/,200,http://nrlc.ai/services/b2b-seo-ai/osaka/,ai|http|nrlc|services|b2b|seo|osaka,B2B AI SEO Strategy in osaka | NRLC.ai AI SEO,45,133,1,1,182,https://nrlc.ai/services/b2b-seo-ai/osaka/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,2.0,0.0,6.0,,"Add primary keyword to <title> (primary: ""http://nrlc.ai/services/b2b-seo-ai/osaka/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, http, nrlc, services, b2b, seo."
https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,200,https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,ai|https|nrlc|en|us|services|schema|markup|kazo,AI Schema Markup in kazo | NRLC.ai AI SEO,41,129,1,1,182,https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,7.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-us/services/schema-markup-ai/kazo/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, us, services."
https://nrlc.ai/es-es/services/local-seo-ai/tampa/,https://nrlc.ai/es-es/services/local-seo-ai/tampa/,200,https://nrlc.ai/es-es/services/local-seo-ai/tampa/,ai|es|https|nrlc|services|local|seo|tampa,Local SEO & AI Discovery in tampa | NRLC.ai AI SEO,50,138,1,1,182,https://nrlc.ai/es-es/services/local-seo-ai/tampa/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,7.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/es-es/services/local-seo-ai/tampa/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, es, https, nrlc, services, local."
https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,200,https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,ai|https|nrlc|en|us|services|b2b|seo|iruma,B2B AI SEO Strategy in iruma | NRLC.ai AI SEO,45,133,1,1,182,https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,False,"Answer,BreadcrumbList,City,Country,FAQPage,ListItem,LocalBusiness,OfferCatalog,Organization,PostalAddress,Question,SearchAction,Service,WebSite",0.5,0.5,0.0,0.2275,1.0,0.42,0.0,1.0,0.0,8.0,,"Add primary keyword to <title> (primary: ""https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/""). | Add primary keyword to meta description naturally. | Add primary keyword to H1 (keep human-readable). | Thin content (182 words). Target 1000–1500 with semantic coverage: ai, https, nrlc, en, us, services."
