URL,"Issue Type","Root Cause",Action,Priority
https://nrlc.ai/en-us/services/explainability-optimization-ai/hiroshima/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/transparency-optimization-ai/fujimi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-optimization-ai/akita/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/perplexity-optimization/virginia-beach/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/hasuda/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/contextual-seo-ai/kansas-city/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/los-angeles/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/analytics/warabi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-optimization-ai/memphis/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/crawl-clarity/el-paso/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/raleigh/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-recognition-ai/okayama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/completeness-optimization-ai/denver/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-citation-optimization/utsunomiya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/generative-seo/minneapolis/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/link-building-ai/cheonan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/crawl-clarity/detroit/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/namyangju/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/perplexity-optimization/busan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-citation-optimization/singapore/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/local-seo-ai/tulsa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/retrieval-optimization-ai/seongnam/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/perplexity-optimization/yashio/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/authority-optimization-ai/san-jose/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/oklahoma-city/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/structured-data-ai/tampa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/featured-snippets-ai/yamagata/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-seeding/fukuoka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/authority-optimization-ai/okegawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-optimization-ai/fresno/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/json-ld-strategy/otsu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/topic-modeling-ai/takamatsu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/claude-optimization/sejong/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/bard-optimization/saitama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/insights/industry-insights/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/crawl-clarity/akita/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/link-building-ai/yashio/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-optimization-ai/houston/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/metadata-optimization-ai/utsunomiya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/asaka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ranking-optimization-ai/fukushima/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/site-audits/burnley/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/training/regina/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/retrieval-optimization-ai/ansan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/ai-citation-optimization/fujimi/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/site-audits/okegawa/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/crawl-clarity/wako/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-seeding/indianapolis/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/relevance-optimization-ai/kawasaki/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/international-seo/bristol/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/copilot-optimization/kawaguchi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/regina/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/mobile-seo-ai/huddersfield/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/link-building-ai/kitamoto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/philadelphia/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-search-optimization/ansan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/relevance-optimization-ai/wako/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/authority-optimization-ai/jeju/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/perplexity-optimization/gwangju/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/crawl-clarity/leicester/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/international-seo/sheffield/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/recommendation-ai/sejong/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/local-seo-ai/sayama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/ottawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ranking-optimization-ai/norwich/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/entity-recognition-ai/sayama/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/content-optimization-ai/singapore/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/completeness-optimization-ai/kurashiki/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/freshness-optimization-ai/peterborough/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/de-de/services/personalization-ai/suwon/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/analytics/miyashiro/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/llm-content-strategy/coventry/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/conversational-seo-ai/raleigh/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/ai-citation-optimization/west-bromwich/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/perplexity-optimization/singapore/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/personalization-ai/minneapolis/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/bard-optimization/ulsan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/tools/ahrefs/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/resources/resource-664/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/entity-optimization-ai/fukaya/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/bard-optimization/whitehorse/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/schema-markup-ai/manchester/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/technical-seo/funabashi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/technical-seo/edmonton/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/semantic-seo-ai/cardiff/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/crawl-clarity/shizuoka/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/json-ld-strategy/southend-on-sea/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/crawl-clarity/saitama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/json-ld-strategy/omaha/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/topic-modeling-ai/tampa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/topic-modeling-ai/anyang/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/ai-search-optimization/swansea/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/recommendation-ai/sapporo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/structured-data-ai/arlington/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/structured-data-ai/vancouver/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/sendai/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/explainability-optimization-ai/detroit/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/personalization-ai/suwon/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/site-audits/daegu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/llm-optimization/colorado-springs/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/freshness-optimization-ai/mito/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-optimization/leeds/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-optimization/honjo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/recommendation-ai/hamamatsu/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/site-audits/takamatsu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/llm-content-strategy/asahikawa/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/conversational-seo-ai/boston/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/crawl-clarity/jacksonville/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/topic-modeling-ai/abbotsford/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/intent-optimization-ai/funabashi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/relevance-optimization-ai/london/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/de-de/services/multimodal-seo-ai/colorado-springs/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/llm-seeding/ichikawa/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/ai-overviews-optimization/sejong/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/knowledge-graph-ai/long-beach/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/generative-seo/daegu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-overviews-optimization/minneapolis/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/technical-audit-ai/sakado/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/entity-optimization-ai/swansea/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/voice-search-optimization/edinburgh/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/crawl-clarity/edinburgh/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/site-audits/matsuyama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/crawl-clarity/kasukabe/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/analytics/kumagaya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/knowledge-graph-ai/kitakyushu/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-recognition-ai/hwasong/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/link-building-ai/abbotsford/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/swansea/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/structured-data-ai/saguenay/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/hamilton/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/content-optimization-ai/colorado-springs/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/ageo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/derby/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/ai-citation-optimization/milwaukee/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/ai-overviews-optimization/derby/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/b2b-seo-ai/ottawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-content-strategy/goyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-overviews-optimization/mesa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/glasgow/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/completeness-optimization-ai/fresno/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/bard-optimization/soka/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/entity-recognition-ai/okegawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-overviews-optimization/changwon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ecommerce-ai-seo/toda/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/authority-optimization-ai/stoke-on-trent/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-search-optimization/yellowknife/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/local-seo-ai/philadelphia/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/technical-audit-ai/kitakyushu/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/topic-modeling-ai/leicester/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/copilot-optimization/kobe/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/training/kingston/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-seeding/okegawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/metadata-optimization-ai/mito/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/technical-seo/miyashiro/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/bard-optimization/bucheon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/copilot-optimization/ageo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/contextual-seo-ai/philadelphia/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/api/book/,api_endpoints,"API endpoints should not be indexed",noindex_or_robots_disallow,medium
https://nrlc.ai/en-us/services/entity-optimization-ai/kumamoto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/technical-audit-ai/saskatoon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/bard-optimization/seongnam/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-content-strategy/hasuda/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/relevance-optimization-ai/bucheon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/llm-seeding/kuki/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-optimization/miyashiro/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/recommendation-ai/kansas-city/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/llm-seeding/osaka/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/competitor-analysis-ai/anyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/saguenay/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/training/san-jose/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/explainability-optimization-ai/belfast/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/llm-optimization/warabi/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/link-building-ai/manchester/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/schema-markup-ai/yongin/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/retrieval-optimization-ai/yashio/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/washington/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/featured-snippets-ai/fresno/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/schema-markup-ai/oakland/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/verification-optimization-ai/quebec-city/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/analytics/northampton/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/copilot-optimization/long-beach/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/mobile-seo-ai/los-angeles/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/intent-optimization-ai/las-vegas/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/schema-markup-ai/windsor/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/freshness-optimization-ai/calgary/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-optimization-ai/jeonju/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/services/copilot-optimization/sayama/,missing_locale,"URL missing locale prefix - should redirect to /en-us/ version",redirect_301_locale,high
https://nrlc.ai/en-us/services/completeness-optimization-ai/sendai/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-recognition-ai/goyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/calgary/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/copilot-optimization/wolverhampton/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-search-optimization/memphis/,other,"Unknown - needs manual investigation",investigate,low
