URL,"Current Locale","Is Local Page","Canonical Locale","Correct Canonical URL","Issue Type",Action
https://nrlc.ai/de-de/services/recommendation-ai/nagoya/,de-de,yes,en-us,https://nrlc.ai/en-us/services/recommendation-ai/nagoya/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/competitor-analysis-ai/middlesbrough/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/competitor-analysis-ai/middlesbrough/,canonical_local,keep_indexed
https://nrlc.ai/de-de/services/technical-seo/yongin/,de-de,yes,en-us,https://nrlc.ai/en-us/services/technical-seo/yongin/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/claude-optimization/sapporo/,de-de,yes,en-us,https://nrlc.ai/en-us/services/claude-optimization/sapporo/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/conversion-optimization-ai/indianapolis/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/conversion-optimization-ai/indianapolis/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/conversational-seo-ai/jinju/,de-de,yes,en-us,https://nrlc.ai/en-us/services/conversational-seo-ai/jinju/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/ko-kr/services/analytics/niigata/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/analytics/niigata/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/retrieval-optimization-ai/edinburgh/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/retrieval-optimization-ai/edinburgh/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/metadata-optimization-ai/fujimi/,de-de,yes,en-us,https://nrlc.ai/en-us/services/metadata-optimization-ai/fujimi/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/b2b-seo-ai/memphis/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/b2b-seo-ai/memphis/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/multimodal-seo-ai/phoenix/,de-de,yes,en-us,https://nrlc.ai/en-us/services/multimodal-seo-ai/phoenix/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/entity-recognition-ai/middlesbrough/,es-es,yes,en-gb,https://nrlc.ai/en-gb/services/entity-recognition-ai/middlesbrough/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/fr-fr/services/claude-optimization/norwich/,fr-fr,yes,en-gb,https://nrlc.ai/en-gb/services/claude-optimization/norwich/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/llm-optimization/kobe/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/llm-optimization/kobe/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/analytics/niigata/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/analytics/niigata/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/analytics/niigata/,de-de,yes,en-us,https://nrlc.ai/en-us/services/analytics/niigata/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/entity-recognition-ai/middlesbrough/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/entity-recognition-ai/middlesbrough/,canonical_local,keep_indexed
https://nrlc.ai/de-de/services/voice-search-optimization/warabi/,de-de,yes,en-us,https://nrlc.ai/en-us/services/voice-search-optimization/warabi/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/llm-content-strategy/raleigh/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/llm-content-strategy/raleigh/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/careers/asahikawa/schema-engineer/,en-gb,yes,en-us,https://nrlc.ai/en-us/careers/asahikawa/schema-engineer/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/international-seo/goyang/,de-de,yes,en-us,https://nrlc.ai/en-us/services/international-seo/goyang/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/ai-citation-optimization/las-vegas/,de-de,yes,en-us,https://nrlc.ai/en-us/services/ai-citation-optimization/las-vegas/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/llm-content-strategy/ichikawa/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/llm-content-strategy/ichikawa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/ranking-optimization-ai/houston/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/ranking-optimization-ai/houston/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/perplexity-optimization/milwaukee/,de-de,yes,en-us,https://nrlc.ai/en-us/services/perplexity-optimization/milwaukee/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/perplexity-optimization/milwaukee/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/perplexity-optimization/milwaukee/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/semantic-seo-ai/new-york/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/semantic-seo-ai/new-york/,canonical_local,keep_indexed
https://nrlc.ai/en-gb/services/relevance-optimization-ai/brighton/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/relevance-optimization-ai/brighton/,canonical_local,keep_indexed
https://nrlc.ai/de-de/services/relevance-optimization-ai/brighton/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/relevance-optimization-ai/brighton/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/conversion-optimization-ai/shizuoka/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/conversion-optimization-ai/shizuoka/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/llm-optimization/kitamoto/,de-de,yes,en-us,https://nrlc.ai/en-us/services/llm-optimization/kitamoto/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/fr-fr/services/chatgpt-optimization/london/,fr-fr,yes,en-gb,https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/training/maebashi/,de-de,yes,en-us,https://nrlc.ai/en-us/services/training/maebashi/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/ecommerce-ai-seo/regina/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/ecommerce-ai-seo/regina/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/structured-data-ai/middlesbrough/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/structured-data-ai/middlesbrough/,canonical_local,keep_indexed
https://nrlc.ai/de-de/services/authority-optimization-ai/detroit/,de-de,yes,en-us,https://nrlc.ai/en-us/services/authority-optimization-ai/detroit/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/authority-optimization-ai/detroit/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/authority-optimization-ai/detroit/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/entity-recognition-ai/vancouver/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/entity-recognition-ai/vancouver/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/conversion-optimization-ai/asahikawa/,de-de,yes,en-us,https://nrlc.ai/en-us/services/conversion-optimization-ai/asahikawa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/explainability-optimization-ai/asaka/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/explainability-optimization-ai/asaka/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/training/sejong/,de-de,yes,en-us,https://nrlc.ai/en-us/services/training/sejong/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/careers/,es-es,no,es-es,https://nrlc.ai/en-us/careers/,non_canonical_other,redirect_301_en_us
https://nrlc.ai/fr-fr/services/llm-optimization/cheonan/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/llm-optimization/cheonan/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/fr-fr/services/site-audits/san-francisco/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/site-audits/san-francisco/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/site-audits/san-francisco/,de-de,yes,en-us,https://nrlc.ai/en-us/services/site-audits/san-francisco/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/ko-kr/services/site-audits/san-francisco/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/site-audits/san-francisco/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/freshness-optimization-ai/fukaya/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/freshness-optimization-ai/fukaya/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/entity-recognition-ai/fort-worth/,de-de,yes,en-us,https://nrlc.ai/en-us/services/entity-recognition-ai/fort-worth/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/mobile-seo-ai/asaka/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/mobile-seo-ai/asaka/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/freshness-optimization-ai/fukaya/,es-es,yes,en-us,https://nrlc.ai/en-us/services/freshness-optimization-ai/fukaya/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/freshness-optimization-ai/fukaya/,de-de,yes,en-us,https://nrlc.ai/en-us/services/freshness-optimization-ai/fukaya/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/featured-snippets-ai/colorado-springs/,de-de,yes,en-us,https://nrlc.ai/en-us/services/featured-snippets-ai/colorado-springs/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/contextual-seo-ai/tucson/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/contextual-seo-ai/tucson/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/perplexity-optimization/stockport/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/perplexity-optimization/stockport/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/conversion-optimization-ai/quebec-city/,de-de,yes,en-us,https://nrlc.ai/en-us/services/conversion-optimization-ai/quebec-city/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/contextual-seo-ai/nara/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/contextual-seo-ai/nara/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/ranking-optimization-ai/louisville/,de-de,yes,en-us,https://nrlc.ai/en-us/services/ranking-optimization-ai/louisville/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/careers/southampton/llm-strategist/,de-de,yes,en-gb,https://nrlc.ai/en-gb/careers/southampton/llm-strategist/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/content-optimization-ai/derby/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/content-optimization-ai/derby/,canonical_local,keep_indexed
https://nrlc.ai/fr-fr/services/freshness-optimization-ai/fukaya/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/freshness-optimization-ai/fukaya/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/analytics/jeonju/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/analytics/jeonju/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/entity-optimization-ai/denver/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/entity-optimization-ai/denver/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/careers/brighton/llm-strategist/,de-de,yes,en-gb,https://nrlc.ai/en-gb/careers/brighton/llm-strategist/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/link-building-ai/honjo/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/link-building-ai/honjo/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/llm-content-strategy/ichikawa/,es-es,yes,en-us,https://nrlc.ai/en-us/services/llm-content-strategy/ichikawa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/link-building-ai/jinju/,de-de,yes,en-us,https://nrlc.ai/en-us/services/link-building-ai/jinju/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/careers/,en-gb,no,en-gb,https://nrlc.ai/en-us/careers/,non_canonical_other,redirect_301_en_us
https://nrlc.ai/ko-kr/services/llm-content-strategy/ichikawa/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/llm-content-strategy/ichikawa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/agentic-seo/burnley/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/agentic-seo/burnley/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/llm-seeding/halifax/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/llm-seeding/halifax/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/llm-optimization/hasuda/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/llm-optimization/hasuda/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/link-building-ai/jinju/,es-es,yes,en-us,https://nrlc.ai/en-us/services/link-building-ai/jinju/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/completeness-optimization-ai/tulsa/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/completeness-optimization-ai/tulsa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/explainability-optimization-ai/gimhae/,de-de,yes,en-us,https://nrlc.ai/en-us/services/explainability-optimization-ai/gimhae/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/ai-search-optimization/ansan/,de-de,yes,en-us,https://nrlc.ai/en-us/services/ai-search-optimization/ansan/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/ko-kr/services/contextual-seo-ai/tucson/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/contextual-seo-ai/tucson/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/metadata-optimization-ai/funabashi/,es-es,yes,en-us,https://nrlc.ai/en-us/services/metadata-optimization-ai/funabashi/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/accuracy-optimization-ai/kitakyushu/,de-de,yes,en-us,https://nrlc.ai/en-us/services/accuracy-optimization-ai/kitakyushu/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/funabashi/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/metadata-optimization-ai/funabashi/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/freshness-optimization-ai/swansea/,de-de,yes,en-gb,https://nrlc.ai/en-gb/services/freshness-optimization-ai/swansea/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/training/singapore/,de-de,yes,en-us,https://nrlc.ai/en-us/services/training/singapore/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/site-audits/yokohama/,es-es,yes,en-us,https://nrlc.ai/en-us/services/site-audits/yokohama/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/content-optimization-ai/san-diego/,de-de,yes,en-us,https://nrlc.ai/en-us/services/content-optimization-ai/san-diego/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/ranking-optimization-ai/san-antonio/,de-de,yes,en-us,https://nrlc.ai/en-us/services/ranking-optimization-ai/san-antonio/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/fr-fr/services/voice-search-optimization/anyang/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/voice-search-optimization/anyang/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/completeness-optimization-ai/el-paso/,de-de,yes,en-us,https://nrlc.ai/en-us/services/completeness-optimization-ai/el-paso/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/fr-fr/services/agentic-seo/asahikawa/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/agentic-seo/asahikawa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/trust-optimization-ai/kawasaki/,de-de,yes,en-us,https://nrlc.ai/en-us/services/trust-optimization-ai/kawasaki/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/technical-audit-ai/birmingham/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/technical-audit-ai/birmingham/,canonical_local,keep_indexed
https://nrlc.ai/fr-fr/services/llm-optimization/kansas-city/,fr-fr,yes,en-us,https://nrlc.ai/en-us/services/llm-optimization/kansas-city/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/entity-optimization-ai/guelph/,de-de,yes,en-us,https://nrlc.ai/en-us/services/entity-optimization-ai/guelph/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/featured-snippets-ai/tulsa/,en-gb,yes,en-us,https://nrlc.ai/en-us/services/featured-snippets-ai/tulsa/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/entity-recognition-ai/el-paso/,de-de,yes,en-us,https://nrlc.ai/en-us/services/entity-recognition-ai/el-paso/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/ko-kr/services/crawl-clarity/montreal/,ko-kr,yes,en-us,https://nrlc.ai/en-us/services/crawl-clarity/montreal/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/es-es/services/recommendation-ai/seongnam/,es-es,yes,en-us,https://nrlc.ai/en-us/services/recommendation-ai/seongnam/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/de-de/services/llm-content-strategy/anyang/,de-de,yes,en-us,https://nrlc.ai/en-us/services/llm-content-strategy/anyang/,non_canonical_local,redirect_301_canonical
https://nrlc.ai/en-gb/services/content-optimization-ai/middlesbrough/,en-gb,yes,en-gb,https://nrlc.ai/en-gb/services/content-optimization-ai/middlesbrough/,canonical_local,keep_indexed
