URL,"HTTP Status","Load Time","Canonical Found","Canonical Matches","Title Found","Title Length","Title Valid","Description Found","Description Length","Description Valid","H1 Found","H1 Count","Schema Found","Schema Count","Schema Types",Viewport,Lang,Charset,Footer,Passed,Issues,Warnings
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/,200,0.869724,Yes,No,Yes,78,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (78 chars, max 60)",
https://nrlc.ai/en-us/services/ranking-optimization-ai/huddersfield/,200,0.866498,Yes,No,Yes,78,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (78 chars, max 60)",
https://nrlc.ai/en-us/services/verification-optimization-ai/blackpool/,200,2.513788,Yes,No,Yes,80,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (80 chars, max 60)",
https://nrlc.ai/en-us/services/llm-content-strategy/norwich/,200,1.922922,Yes,No,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (70 chars, max 60)",
https://nrlc.ai/de-de/services/voice-search-optimization/sheffield/,200,2.361483,Yes,No,Yes,77,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (77 chars, max 60)",
https://nrlc.ai/en-us/services/completeness-optimization-ai/stoke-on-trent/,200,3.494059,Yes,No,Yes,85,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (85 chars, max 60)",
https://nrlc.ai/fr-fr/services/local-seo-ai/sudbury/,200,1.052481,Yes,No,Yes,62,No,Yes,141,Yes,Yes,1,Yes,6,"Organization, WebSite, BreadcrumbList, WebPage, Service",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (62 chars, max 60)",
https://nrlc.ai/ko-kr/services/multimodal-seo-ai/burnley/,200,6.181717,Yes,No,Yes,67,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (67 chars, max 60)",
https://nrlc.ai/en-us/services/generative-seo/halifax/,200,2.178223,Yes,No,Yes,64,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (64 chars, max 60)",
https://nrlc.ai/en-gb/services/international-seo/huddersfield/,200,0.648407,Yes,Yes,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (72 chars, max 60)",
https://nrlc.ai/en-gb/services/multimodal-seo-ai/huddersfield/,200,0.748944,Yes,Yes,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (72 chars, max 60)",
https://nrlc.ai/en-us/services/site-audits/southport/,200,1.107264,Yes,No,Yes,63,No,Yes,141,Yes,Yes,2,Yes,3,"Organization, WebSite, BreadcrumbList",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (63 chars, max 60); Multiple H1s (2)",
https://nrlc.ai/en-us/services/training/cardiff/,200,0.898032,Yes,No,Yes,58,Yes,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL",
https://nrlc.ai/en-us/services/generative-seo/southport/,200,0.810916,Yes,No,Yes,66,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (66 chars, max 60)",
https://nrlc.ai/en-us/services/link-building-ai/southampton/,200,10.016272,Yes,No,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (70 chars, max 60)",
https://nrlc.ai/fr-fr/services/generative-seo/southend-on-sea/,200,6.666761,Yes,No,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (72 chars, max 60)",
https://nrlc.ai/en-us/services/ai-search-optimization/oldham/,200,1.536268,Yes,No,Yes,71,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (71 chars, max 60)",
https://nrlc.ai/en-us/services/bard-optimization/huddersfield/,200,1.8959,Yes,No,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (72 chars, max 60)",
https://nrlc.ai/es-es/services/contextual-seo-ai/huddersfield/,200,2.370521,Yes,No,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (72 chars, max 60)",
https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/,200,2.259162,Yes,No,Yes,77,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (77 chars, max 60)",
https://nrlc.ai/ko-kr/services/llm-optimization/northampton/,200,1.143589,Yes,No,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (70 chars, max 60)",
https://nrlc.ai/en-us/services/analytics/burnley/,200,1.341454,Yes,No,Yes,59,Yes,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL",
https://nrlc.ai/en-us/services/technical-seo/nottingham/,200,1.152414,Yes,No,Yes,66,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (66 chars, max 60)",
https://nrlc.ai/en-us/services/link-building-ai/barrie/,200,1.102281,Yes,Yes,Yes,65,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (65 chars, max 60)",
https://nrlc.ai/en-us/services/conversion-optimization-ai/virginia-beach/,200,0.617276,Yes,Yes,Yes,83,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (83 chars, max 60)",
https://nrlc.ai/en-us/services/international-seo/stoke-on-trent/,200,0.870926,Yes,No,Yes,74,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (74 chars, max 60)",
https://nrlc.ai/en-us/services/local-seo-ai/detroit/,200,0.543756,Yes,Yes,Yes,62,No,Yes,141,Yes,Yes,1,Yes,6,"Organization, WebSite, BreadcrumbList, WebPage, Service",Yes,en,Yes,Yes,FAIL,"Title: Too long (62 chars, max 60)",
https://nrlc.ai/en-us/services/ai-citation-optimization/stoke-on-trent/,200,0.868216,Yes,No,Yes,81,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (81 chars, max 60)",
https://nrlc.ai/en-gb/services/freshness-optimization-ai/derby/,200,0.610783,Yes,Yes,Yes,73,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (73 chars, max 60)",
https://nrlc.ai/en-us/services/perplexity-optimization/blackpool/,200,0.798816,Yes,No,Yes,75,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (75 chars, max 60)",
https://nrlc.ai/de-de/services/conversion-optimization-ai/colorado-springs/,200,1.012449,Yes,No,Yes,85,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (85 chars, max 60)",
https://nrlc.ai/ko-kr/services/completeness-optimization-ai/southport/,200,1.816898,Yes,No,Yes,80,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (80 chars, max 60)",
https://nrlc.ai/fr-fr/services/local-seo-ai/blackpool/,200,3.390518,Yes,No,Yes,64,No,Yes,141,Yes,Yes,1,Yes,6,"Organization, WebSite, BreadcrumbList, WebPage, Service",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (64 chars, max 60)",
https://nrlc.ai/en-us/insights/silent-hydration-seo/,200,4.58833,Yes,Yes,Yes,62,No,Yes,166,No,Yes,1,Yes,3,"Organization, WebSite, BreadcrumbList",Yes,en,Yes,Yes,FAIL,"Title: Too long (62 chars, max 60); Description: Too long (166 chars, max 160)",
https://nrlc.ai/ko-kr/services/site-audits/belfast/,200,0.784369,Yes,No,Yes,61,No,Yes,141,Yes,Yes,2,Yes,3,"Organization, WebSite, BreadcrumbList",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (61 chars, max 60); Multiple H1s (2)",
https://nrlc.ai/en-us/services/generative-seo/atlanta/,200,0.609108,Yes,Yes,Yes,64,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (64 chars, max 60)",
https://nrlc.ai/ko-kr/services/local-seo-ai/oldham/,200,0.779725,Yes,No,Yes,61,No,Yes,141,Yes,Yes,1,Yes,6,"Organization, WebSite, BreadcrumbList, WebPage, Service",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (61 chars, max 60)",
https://nrlc.ai/ko-kr/services/entity-optimization-ai/burnley/,200,0.787433,Yes,No,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (72 chars, max 60)",
https://nrlc.ai/es-es/services/mobile-seo-ai/chicago/,200,8.083718,Yes,No,Yes,63,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (63 chars, max 60)",
https://nrlc.ai/en-us/services/generative-seo/kelowna/,200,2.504659,Yes,Yes,Yes,64,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (64 chars, max 60)",
https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/,200,0.904327,Yes,No,Yes,73,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (73 chars, max 60)",
https://nrlc.ai/en-us/services/claude-optimization/victoria/,200,2.853873,Yes,Yes,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (70 chars, max 60)",
https://nrlc.ai/fr-fr/services/voice-search-optimization/nottingham/,200,3.656257,Yes,No,Yes,78,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (78 chars, max 60)",
https://nrlc.ai/en-us/,200,1.042324,Yes,No,Yes,48,Yes,Yes,138,Yes,Yes,1,Yes,5,"Organization, WebSite, BreadcrumbList, Person, WebPage, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL",
https://nrlc.ai/en-us/services/claude-optimization/west-bromwich/,200,1.31693,Yes,Yes,Yes,75,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (75 chars, max 60)",
https://nrlc.ai/en-us/services/ai-search-optimization/singapore/,200,0.546182,Yes,Yes,Yes,74,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (74 chars, max 60)",
https://nrlc.ai/en-us/services/featured-snippets-ai/burnley/,200,0.892777,Yes,No,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (70 chars, max 60)",
https://nrlc.ai/en-us/services/mobile-seo-ai/jacksonville/,200,2.135254,Yes,Yes,Yes,68,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (68 chars, max 60)",
https://nrlc.ai/de-de/services/generative-seo/houston/,200,2.819309,Yes,No,Yes,64,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (64 chars, max 60)",
https://nrlc.ai/en-us/services/training/denver/,200,2.048248,Yes,Yes,Yes,57,Yes,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,PASS,,
https://nrlc.ai/es-es/services/international-seo/halifax/,200,3.74264,Yes,No,Yes,67,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (67 chars, max 60)",
https://nrlc.ai/en-gb/services/ai-search-optimization/san-antonio/,200,3.473194,Yes,No,Yes,76,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (76 chars, max 60)",
https://nrlc.ai/en-us/services/site-audits/san-francisco/,200,0.952805,Yes,Yes,Yes,67,No,Yes,141,Yes,Yes,2,Yes,3,"Organization, WebSite, BreadcrumbList",Yes,en,Yes,Yes,FAIL,"Title: Too long (67 chars, max 60); Multiple H1s (2)",
https://nrlc.ai/en-gb/services/ai-search-optimization/glasgow/,200,1.91476,Yes,Yes,Yes,72,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (72 chars, max 60)",
https://nrlc.ai/en-us/services/conversion-optimization-ai/long-beach/,200,6.827148,Yes,Yes,Yes,79,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (79 chars, max 60)",
https://nrlc.ai/de-de/services/mobile-seo-ai/chicago/,200,1.284303,Yes,No,Yes,63,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (63 chars, max 60)",
https://nrlc.ai/ko-kr/services/ai-citation-optimization/middlesbrough/,200,2.927953,Yes,No,Yes,80,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (80 chars, max 60)",
https://nrlc.ai/en-us/services/ai-search-optimization/derby/,200,1.529734,Yes,No,Yes,70,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (70 chars, max 60)",
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/peterborough/,200,1.179075,Yes,No,Yes,79,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (79 chars, max 60)",
https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,200,0.99764,Yes,Yes,Yes,69,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Title: Too long (69 chars, max 60)",
https://nrlc.ai/en-us/services/technical-seo/middlesbrough/,200,1.74473,Yes,No,Yes,69,No,Yes,141,Yes,Yes,1,Yes,8,"Organization, WebSite, BreadcrumbList, WebPage, Service, LocalBusiness, FAQPage",Yes,en,Yes,Yes,FAIL,"Canonical does not match URL; Title: Too long (69 chars, max 60)",
