url,http_status,x_robots,robots_meta,canonical_found,canonical_expected,title,h1,wordcount,jsonld_types,issues,fixes,headline_suggestion
https://nrlc.ai/en-us/blog/blog-post-6/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/blog/blog-post-6/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/blog/blog-post-6/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Blog Post 6"
https://nrlc.ai/en-us/careers/cambridge/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/cambridge/seo-specialist/,https://nrlc.ai/en-us/careers/cambridge/seo-specialist/,"SEO Specialist Jobs in cambridge | NRLC.ai Careers","Seo Specialist — cambridge",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/cambridge/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/cambridge/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/dallas/technical-writer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/dallas/technical-writer/,https://nrlc.ai/en-us/careers/dallas/technical-writer/,"Technical Writer (AI/SEO) Jobs in dallas | NRLC.ai Careers","Technical Writer — dallas",1212,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/dallas/technical-writer/)","Set canonical to self: https://nrlc.ai/en-us/careers/dallas/technical-writer/","Technical Writer"
https://nrlc.ai/en-us/careers/el-paso/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/el-paso/llm-strategist/,https://nrlc.ai/en-us/careers/el-paso/llm-strategist/,"LLM Strategist Jobs in el-paso | NRLC.ai Careers","Llm Strategist — el-paso",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/el-paso/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/el-paso/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/careers/fort-worth/schema-engineer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/fort-worth/schema-engineer/,https://nrlc.ai/en-us/careers/fort-worth/schema-engineer/,"Schema/JSON-LD Engineer Jobs in fort-worth | NRLC.ai Careers","Schema Engineer — fort-worth",1211,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/fort-worth/schema-engineer/)","Set canonical to self: https://nrlc.ai/en-us/careers/fort-worth/schema-engineer/","Schema Engineer"
https://nrlc.ai/en-us/careers/glasgow/technical-writer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/glasgow/technical-writer/,https://nrlc.ai/en-us/careers/glasgow/technical-writer/,"Technical Writer (AI/SEO) Jobs in glasgow | NRLC.ai Careers","Technical Writer — glasgow",1212,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/glasgow/technical-writer/)","Set canonical to self: https://nrlc.ai/en-us/careers/glasgow/technical-writer/","Technical Writer"
https://nrlc.ai/en-us/careers/goyang/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/goyang/seo-specialist/,https://nrlc.ai/en-us/careers/goyang/seo-specialist/,"SEO Specialist Jobs in goyang | NRLC.ai Careers","Seo Specialist — goyang",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/goyang/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/goyang/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/kobe/schema-engineer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/kobe/schema-engineer/,https://nrlc.ai/en-us/careers/kobe/schema-engineer/,"Schema/JSON-LD Engineer Jobs in kobe | NRLC.ai Careers","Schema Engineer — kobe",1209,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/kobe/schema-engineer/)","Set canonical to self: https://nrlc.ai/en-us/careers/kobe/schema-engineer/","Schema Engineer"
https://nrlc.ai/en-us/careers/milwaukee/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/milwaukee/llm-strategist/,https://nrlc.ai/en-us/careers/milwaukee/llm-strategist/,"LLM Strategist Jobs in milwaukee | NRLC.ai Careers","Llm Strategist — milwaukee",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/milwaukee/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/milwaukee/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/careers/minneapolis/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/minneapolis/seo-specialist/,https://nrlc.ai/en-us/careers/minneapolis/seo-specialist/,"SEO Specialist Jobs in minneapolis | NRLC.ai Careers","Seo Specialist — minneapolis",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/minneapolis/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/minneapolis/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/mito/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/mito/seo-specialist/,https://nrlc.ai/en-us/careers/mito/seo-specialist/,"SEO Specialist Jobs in mito | NRLC.ai Careers","Seo Specialist — mito",1208,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/mito/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/mito/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/montreal/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/montreal/seo-specialist/,https://nrlc.ai/en-us/careers/montreal/seo-specialist/,"SEO Specialist Jobs in montreal | NRLC.ai Careers","Seo Specialist — montreal",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/montreal/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/montreal/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/nagoya/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/nagoya/seo-specialist/,https://nrlc.ai/en-us/careers/nagoya/seo-specialist/,"SEO Specialist Jobs in nagoya | NRLC.ai Careers","Seo Specialist — nagoya",1208,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/nagoya/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/nagoya/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/northampton/schema-engineer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/northampton/schema-engineer/,https://nrlc.ai/en-us/careers/northampton/schema-engineer/,"Schema/JSON-LD Engineer Jobs in northampton | NRLC.ai Careers","Schema Engineer — northampton",1211,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/northampton/schema-engineer/)","Set canonical to self: https://nrlc.ai/en-us/careers/northampton/schema-engineer/","Schema Engineer"
https://nrlc.ai/en-us/careers/nottingham/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/nottingham/llm-strategist/,https://nrlc.ai/en-us/careers/nottingham/llm-strategist/,"LLM Strategist Jobs in nottingham | NRLC.ai Careers","Llm Strategist — nottingham",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/nottingham/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/nottingham/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/careers/omaha/seo-specialist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/omaha/seo-specialist/,https://nrlc.ai/en-us/careers/omaha/seo-specialist/,"SEO Specialist Jobs in omaha | NRLC.ai Careers","Seo Specialist — omaha",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/omaha/seo-specialist/)","Set canonical to self: https://nrlc.ai/en-us/careers/omaha/seo-specialist/","Seo Specialist"
https://nrlc.ai/en-us/careers/soka/technical-writer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/soka/technical-writer/,https://nrlc.ai/en-us/careers/soka/technical-writer/,"Technical Writer (AI/SEO) Jobs in soka | NRLC.ai Careers","Technical Writer — soka",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/soka/technical-writer/)","Set canonical to self: https://nrlc.ai/en-us/careers/soka/technical-writer/","Technical Writer"
https://nrlc.ai/en-us/careers/wako/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/wako/llm-strategist/,https://nrlc.ai/en-us/careers/wako/llm-strategist/,"LLM Strategist Jobs in wako | NRLC.ai Careers","Llm Strategist — wako",1208,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/wako/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/wako/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/careers/winnipeg/technical-writer/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/winnipeg/technical-writer/,https://nrlc.ai/en-us/careers/winnipeg/technical-writer/,"Technical Writer (AI/SEO) Jobs in winnipeg | NRLC.ai Careers","Technical Writer — winnipeg",1212,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/winnipeg/technical-writer/)","Set canonical to self: https://nrlc.ai/en-us/careers/winnipeg/technical-writer/","Technical Writer"
https://nrlc.ai/en-us/careers/yashio/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/yashio/llm-strategist/,https://nrlc.ai/en-us/careers/yashio/llm-strategist/,"LLM Strategist Jobs in yashio | NRLC.ai Careers","Llm Strategist — yashio",1208,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/yashio/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/yashio/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/careers/yellowknife/llm-strategist/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/careers/yellowknife/llm-strategist/,https://nrlc.ai/en-us/careers/yellowknife/llm-strategist/,"LLM Strategist Jobs in yellowknife | NRLC.ai Careers","Llm Strategist — yellowknife",1210,Organization|WebSite|BreadcrumbList|JobPosting|LocalBusiness,"Canonical mismatch (https://nrlc.ai/careers/yellowknife/llm-strategist/)","Set canonical to self: https://nrlc.ai/en-us/careers/yellowknife/llm-strategist/","Llm Strategist"
https://nrlc.ai/en-us/case-studies/case-study-130/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/case-studies/case-study-130/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/case-studies/case-study-130/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Case Study 130"
https://nrlc.ai/en-us/case-studies/case-study-149/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/case-studies/case-study-149/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/case-studies/case-study-149/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Case Study 149"
https://nrlc.ai/en-us/case-studies/case-study-162/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/case-studies/case-study-162/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/case-studies/case-study-162/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Case Study 162"
https://nrlc.ai/en-us/case-studies/case-study-2/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/case-studies/case-study-2/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/case-studies/case-study-2/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Case Study 2"
https://nrlc.ai/en-us/case-studies/case-study-28/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/case-studies/case-study-28/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/case-studies/case-study-28/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Case Study 28"
https://nrlc.ai/en-us/resources/resource-1/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-1/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-1/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 1"
https://nrlc.ai/en-us/resources/resource-102/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-102/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-102/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 102"
https://nrlc.ai/en-us/resources/resource-109/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-109/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-109/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 109"
https://nrlc.ai/en-us/resources/resource-143/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-143/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-143/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 143"
https://nrlc.ai/en-us/resources/resource-195/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-195/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-195/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 195"
https://nrlc.ai/en-us/resources/resource-260/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-260/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-260/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 260"
https://nrlc.ai/en-us/resources/resource-320/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-320/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-320/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 320"
https://nrlc.ai/en-us/resources/resource-326/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-326/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-326/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 326"
https://nrlc.ai/en-us/resources/resource-332/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-332/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-332/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 332"
https://nrlc.ai/en-us/resources/resource-4/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-4/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-4/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 4"
https://nrlc.ai/en-us/resources/resource-42/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-42/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-42/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 42"
https://nrlc.ai/en-us/resources/resource-436/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-436/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-436/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 436"
https://nrlc.ai/en-us/resources/resource-457/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-457/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-457/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 457"
https://nrlc.ai/en-us/resources/resource-461/,200,,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://nrlc.ai/,https://nrlc.ai/en-us/resources/resource-461/,"NRLC.ai — AI SEO & GEO-16 Framework | LLM Optimization",,93,Organization|WebSite|BreadcrumbList,"Canonical mismatch (https://nrlc.ai/) ; Low wordcount (93) ; Missing <h1>","Set canonical to self: https://nrlc.ai/en-us/resources/resource-461/ ; Expand unique body copy to 500–800+ words ; Add a clear <h1> matching page intent","Resource 461"
