URL,"Last Crawled","Current Locale","Canonical Locale","City Slug","Page Type","Is UK City","Canonical URL",Action,Status
https://nrlc.ai/en-us/services/site-audits/bucheon/,2025-12-15,en-us,en-us,bucheon,service,no,https://nrlc.ai/en-us/services/site-audits/bucheon/,keep_indexed,canonical
https://nrlc.ai/en-us/services/analytics/honjo/,2025-12-15,en-us,en-us,honjo,service,no,https://nrlc.ai/en-us/services/analytics/honjo/,keep_indexed,canonical
https://nrlc.ai/en-gb/careers/virginia-beach/schema-engineer/,2025-12-15,en-gb,en-us,virginia-beach,career,no,https://nrlc.ai/en-us/careers/virginia-beach/schema-engineer/,redirect_301,needs_fix
https://nrlc.ai/es-es/careers/virginia-beach/schema-engineer/,2025-12-15,es-es,en-us,virginia-beach,career,no,https://nrlc.ai/en-us/careers/virginia-beach/schema-engineer/,redirect_301,needs_fix
https://nrlc.ai/de-de/careers/virginia-beach/schema-engineer/,2025-12-15,de-de,en-us,virginia-beach,career,no,https://nrlc.ai/en-us/careers/virginia-beach/schema-engineer/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/careers/virginia-beach/schema-engineer/,2025-12-15,ko-kr,en-us,virginia-beach,career,no,https://nrlc.ai/en-us/careers/virginia-beach/schema-engineer/,redirect_301,needs_fix
https://nrlc.ai/en-us/services/llm-optimization/san-diego/,2025-12-14,en-us,en-us,san-diego,service,no,https://nrlc.ai/en-us/services/llm-optimization/san-diego/,keep_indexed,canonical
https://nrlc.ai/en-us/services/voice-search-optimization/goyang/,2025-12-14,en-us,en-us,goyang,service,no,https://nrlc.ai/en-us/services/voice-search-optimization/goyang/,keep_indexed,canonical
https://nrlc.ai/en-us/services/featured-snippets-ai/virginia-beach/,2025-12-14,en-us,en-us,virginia-beach,service,no,https://nrlc.ai/en-us/services/featured-snippets-ai/virginia-beach/,keep_indexed,canonical
https://nrlc.ai/en-us/services/local-seo-ai/saskatoon/,2025-12-14,en-us,en-us,saskatoon,service,no,https://nrlc.ai/en-us/services/local-seo-ai/saskatoon/,keep_indexed,canonical
https://nrlc.ai/en-us/services/llm-seeding/louisville/,2025-12-14,en-us,en-us,louisville,service,no,https://nrlc.ai/en-us/services/llm-seeding/louisville/,keep_indexed,canonical
https://nrlc.ai/en-us/services/perplexity-optimization/hwasong/,2025-12-14,en-us,en-us,hwasong,service,no,https://nrlc.ai/en-us/services/perplexity-optimization/hwasong/,keep_indexed,canonical
https://nrlc.ai/en-us/services/llm-seeding/charlotte/,2025-12-14,en-us,en-us,charlotte,service,no,https://nrlc.ai/en-us/services/llm-seeding/charlotte/,keep_indexed,canonical
https://nrlc.ai/en-us/services/international-seo/anyang/,2025-12-14,en-us,en-us,anyang,service,no,https://nrlc.ai/en-us/services/international-seo/anyang/,keep_indexed,canonical
https://nrlc.ai/en-us/services/structured-data-ai/ulsan/,2025-12-14,en-us,en-us,ulsan,service,no,https://nrlc.ai/en-us/services/structured-data-ai/ulsan/,keep_indexed,canonical
https://nrlc.ai/en-us/services/semantic-seo-ai/morioka/,2025-12-14,en-us,en-us,morioka,service,no,https://nrlc.ai/en-us/services/semantic-seo-ai/morioka/,keep_indexed,canonical
https://nrlc.ai/en-us/services/mobile-seo-ai/takamatsu/,2025-12-14,en-us,en-us,takamatsu,service,no,https://nrlc.ai/en-us/services/mobile-seo-ai/takamatsu/,keep_indexed,canonical
https://nrlc.ai/en-us/services/structured-data-ai/hamamatsu/,2025-12-14,en-us,en-us,hamamatsu,service,no,https://nrlc.ai/en-us/services/structured-data-ai/hamamatsu/,keep_indexed,canonical
https://nrlc.ai/en-us/services/copilot-optimization/yongin/,2025-12-14,en-us,en-us,yongin,service,no,https://nrlc.ai/en-us/services/copilot-optimization/yongin/,keep_indexed,canonical
https://nrlc.ai/ko-kr/services/chatgpt-optimization/boston/,2025-12-14,ko-kr,en-us,boston,service,no,https://nrlc.ai/en-us/services/chatgpt-optimization/boston/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/ai-search-optimization/kitchener/,2025-12-14,de-de,en-us,kitchener,service,no,https://nrlc.ai/en-us/services/ai-search-optimization/kitchener/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/authority-optimization-ai/okayama/,2025-12-14,en-gb,en-us,okayama,service,no,https://nrlc.ai/en-us/services/authority-optimization-ai/okayama/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/ai-citation-optimization/asahikawa/,2025-12-14,ko-kr,en-us,asahikawa,service,no,https://nrlc.ai/en-us/services/ai-citation-optimization/asahikawa/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/perplexity-optimization/hiroshima/,2025-12-14,ko-kr,en-us,hiroshima,service,no,https://nrlc.ai/en-us/services/perplexity-optimization/hiroshima/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/content-optimization-ai/honjo/,2025-12-14,ko-kr,en-us,honjo,service,no,https://nrlc.ai/en-us/services/content-optimization-ai/honjo/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/verification-optimization-ai/kasukabe/,2025-12-14,en-gb,en-us,kasukabe,service,no,https://nrlc.ai/en-us/services/verification-optimization-ai/kasukabe/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/site-audits/seattle/,2025-12-14,de-de,en-us,seattle,service,no,https://nrlc.ai/en-us/services/site-audits/seattle/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/claude-optimization/fresno/,2025-12-14,en-gb,en-us,fresno,service,no,https://nrlc.ai/en-us/services/claude-optimization/fresno/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/claude-optimization/sayama/,2025-12-14,es-es,en-us,sayama,service,no,https://nrlc.ai/en-us/services/claude-optimization/sayama/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/local-seo-ai/saskatoon/,2025-12-14,es-es,en-us,saskatoon,service,no,https://nrlc.ai/en-us/services/local-seo-ai/saskatoon/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/entity-recognition-ai/louisville/,2025-12-14,ko-kr,en-us,louisville,service,no,https://nrlc.ai/en-us/services/entity-recognition-ai/louisville/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/bard-optimization/namyangju/,2025-12-14,de-de,en-us,namyangju,service,no,https://nrlc.ai/en-us/services/bard-optimization/namyangju/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/ranking-optimization-ai/kurashiki/,2025-12-14,es-es,en-us,kurashiki,service,no,https://nrlc.ai/en-us/services/ranking-optimization-ai/kurashiki/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/international-seo/virginia-beach/,2025-12-14,fr-fr,en-us,virginia-beach,service,no,https://nrlc.ai/en-us/services/international-seo/virginia-beach/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/technical-audit-ai/seoul/,2025-12-14,en-gb,en-us,seoul,service,no,https://nrlc.ai/en-us/services/technical-audit-ai/seoul/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/voice-search-optimization/honjo/,2025-12-14,en-gb,en-us,honjo,service,no,https://nrlc.ai/en-us/services/voice-search-optimization/honjo/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/contextual-seo-ai/yashio/,2025-12-14,ko-kr,en-us,yashio,service,no,https://nrlc.ai/en-us/services/contextual-seo-ai/yashio/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/ai-citation-optimization/hiroshima/,2025-12-14,es-es,en-us,hiroshima,service,no,https://nrlc.ai/en-us/services/ai-citation-optimization/hiroshima/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/authority-optimization-ai/shizuoka/,2025-12-14,fr-fr,en-us,shizuoka,service,no,https://nrlc.ai/en-us/services/authority-optimization-ai/shizuoka/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/intent-optimization-ai/quebec-city/,2025-12-14,ko-kr,en-us,quebec-city,service,no,https://nrlc.ai/en-us/services/intent-optimization-ai/quebec-city/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/training/sheffield/,2025-12-14,en-gb,en-gb,sheffield,service,yes,https://nrlc.ai/en-gb/services/training/sheffield/,keep_indexed,canonical
https://nrlc.ai/ko-kr/services/perplexity-optimization/raleigh/,2025-12-14,ko-kr,en-us,raleigh,service,no,https://nrlc.ai/en-us/services/perplexity-optimization/raleigh/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/generative-seo/stoke-on-trent/,2025-12-14,en-gb,en-gb,stoke-on-trent,service,yes,https://nrlc.ai/en-gb/services/generative-seo/stoke-on-trent/,keep_indexed,canonical
https://nrlc.ai/en-gb/services/trust-optimization-ai/souka/,2025-12-14,en-gb,en-us,souka,service,no,https://nrlc.ai/en-us/services/trust-optimization-ai/souka/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/agentic-seo/raleigh/,2025-12-14,fr-fr,en-us,raleigh,service,no,https://nrlc.ai/en-us/services/agentic-seo/raleigh/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/ai-citation-optimization/glasgow/,2025-12-14,en-gb,en-gb,glasgow,service,yes,https://nrlc.ai/en-gb/services/ai-citation-optimization/glasgow/,keep_indexed,canonical
https://nrlc.ai/es-es/services/llm-optimization/san-diego/,2025-12-14,es-es,en-us,san-diego,service,no,https://nrlc.ai/en-us/services/llm-optimization/san-diego/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/local-seo-ai/raleigh/,2025-12-14,es-es,en-us,raleigh,service,no,https://nrlc.ai/en-us/services/local-seo-ai/raleigh/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/competitor-analysis-ai/omaha/,2025-12-14,fr-fr,en-us,omaha,service,no,https://nrlc.ai/en-us/services/competitor-analysis-ai/omaha/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/content-optimization-ai/gimhae/,2025-12-14,es-es,en-us,gimhae,service,no,https://nrlc.ai/en-us/services/content-optimization-ai/gimhae/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/retrieval-optimization-ai/toronto/,2025-12-14,fr-fr,en-us,toronto,service,no,https://nrlc.ai/en-us/services/retrieval-optimization-ai/toronto/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/voice-search-optimization/jinju/,2025-12-14,es-es,en-us,jinju,service,no,https://nrlc.ai/en-us/services/voice-search-optimization/jinju/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/metadata-optimization-ai/akita/,2025-12-14,es-es,en-us,akita,service,no,https://nrlc.ai/en-us/services/metadata-optimization-ai/akita/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/structured-data-ai/saskatoon/,2025-12-14,es-es,en-us,saskatoon,service,no,https://nrlc.ai/en-us/services/structured-data-ai/saskatoon/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/bard-optimization/nara/,2025-12-14,de-de,en-us,nara,service,no,https://nrlc.ai/en-us/services/bard-optimization/nara/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/intent-optimization-ai/kitakyushu/,2025-12-14,de-de,en-us,kitakyushu,service,no,https://nrlc.ai/en-us/services/intent-optimization-ai/kitakyushu/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/local-seo-ai/ichikawa/,2025-12-14,ko-kr,en-us,ichikawa,service,no,https://nrlc.ai/en-us/services/local-seo-ai/ichikawa/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/windsor/,2025-12-14,ko-kr,en-us,windsor,service,no,https://nrlc.ai/en-us/services/metadata-optimization-ai/windsor/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/featured-snippets-ai/atlanta/,2025-12-14,es-es,en-us,atlanta,service,no,https://nrlc.ai/en-us/services/featured-snippets-ai/atlanta/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/agentic-seo/maebashi/,2025-12-14,de-de,en-us,maebashi,service,no,https://nrlc.ai/en-us/services/agentic-seo/maebashi/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/schema-markup-ai/daejeon/,2025-12-14,en-gb,en-us,daejeon,service,no,https://nrlc.ai/en-us/services/schema-markup-ai/daejeon/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/explainability-optimization-ai/ageo/,2025-12-14,de-de,en-us,ageo,service,no,https://nrlc.ai/en-us/services/explainability-optimization-ai/ageo/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/entity-optimization-ai/abbotsford/,2025-12-14,ko-kr,en-us,abbotsford,service,no,https://nrlc.ai/en-us/services/entity-optimization-ai/abbotsford/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/copilot-optimization/kyoto/,2025-12-14,ko-kr,en-us,kyoto,service,no,https://nrlc.ai/en-us/services/copilot-optimization/kyoto/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/voice-search-optimization/nara/,2025-12-14,en-gb,en-us,nara,service,no,https://nrlc.ai/en-us/services/voice-search-optimization/nara/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/intent-optimization-ai/hamilton/,2025-12-14,de-de,en-us,hamilton,service,no,https://nrlc.ai/en-us/services/intent-optimization-ai/hamilton/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/chatgpt-optimization/houston/,2025-12-14,fr-fr,en-us,houston,service,no,https://nrlc.ai/en-us/services/chatgpt-optimization/houston/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/ai-overviews-optimization/jinju/,2025-12-14,fr-fr,en-us,jinju,service,no,https://nrlc.ai/en-us/services/ai-overviews-optimization/jinju/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/link-building-ai/hasuda/,2025-12-14,en-gb,en-us,hasuda,service,no,https://nrlc.ai/en-us/services/link-building-ai/hasuda/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/technical-seo/kelowna/,2025-12-14,ko-kr,en-us,kelowna,service,no,https://nrlc.ai/en-us/services/technical-seo/kelowna/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/transparency-optimization-ai/indianapolis/,2025-12-14,en-gb,en-us,indianapolis,service,no,https://nrlc.ai/en-us/services/transparency-optimization-ai/indianapolis/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/explainability-optimization-ai/trois-rivieres/,2025-12-14,ko-kr,en-us,trois-rivieres,service,no,https://nrlc.ai/en-us/services/explainability-optimization-ai/trois-rivieres/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/topic-modeling-ai/kawagoe/,2025-12-14,fr-fr,en-us,kawagoe,service,no,https://nrlc.ai/en-us/services/topic-modeling-ai/kawagoe/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/conversational-seo-ai/oklahoma-city/,2025-12-14,de-de,en-us,oklahoma-city,service,no,https://nrlc.ai/en-us/services/conversational-seo-ai/oklahoma-city/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/ai-citation-optimization/singapore/,2025-12-14,fr-fr,en-us,singapore,service,no,https://nrlc.ai/en-us/services/ai-citation-optimization/singapore/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/intent-optimization-ai/higashimatsuyama/,2025-12-14,en-gb,en-us,higashimatsuyama,service,no,https://nrlc.ai/en-us/services/intent-optimization-ai/higashimatsuyama/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/completeness-optimization-ai/seongnam/,2025-12-14,en-gb,en-us,seongnam,service,no,https://nrlc.ai/en-us/services/completeness-optimization-ai/seongnam/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/agentic-seo/asahikawa/,2025-12-14,de-de,en-us,asahikawa,service,no,https://nrlc.ai/en-us/services/agentic-seo/asahikawa/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/entity-optimization-ai/portland/,2025-12-14,fr-fr,en-us,portland,service,no,https://nrlc.ai/en-us/services/entity-optimization-ai/portland/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/ai-citation-optimization/southport/,2025-12-14,en-gb,en-gb,southport,service,yes,https://nrlc.ai/en-gb/services/ai-citation-optimization/southport/,keep_indexed,canonical
https://nrlc.ai/ko-kr/services/technical-seo/northampton/,2025-12-14,ko-kr,en-gb,northampton,service,yes,https://nrlc.ai/en-gb/services/local-seo-ai/northampton/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/intent-optimization-ai/kitakyushu/,2025-12-14,en-gb,en-us,kitakyushu,service,no,https://nrlc.ai/en-us/services/intent-optimization-ai/kitakyushu/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/competitor-analysis-ai/oklahoma-city/,2025-12-14,ko-kr,en-us,oklahoma-city,service,no,https://nrlc.ai/en-us/services/competitor-analysis-ai/oklahoma-city/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/conversational-seo-ai/kounosu/,2025-12-14,fr-fr,en-us,kounosu,service,no,https://nrlc.ai/en-us/services/conversational-seo-ai/kounosu/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/bard-optimization/namyangju/,2025-12-14,en-gb,en-us,namyangju,service,no,https://nrlc.ai/en-us/services/bard-optimization/namyangju/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/entity-optimization-ai/souka/,2025-12-14,ko-kr,en-us,souka,service,no,https://nrlc.ai/en-us/services/entity-optimization-ai/souka/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/entity-optimization-ai/peterborough/,2025-12-14,es-es,en-gb,peterborough,service,yes,https://nrlc.ai/en-gb/services/local-seo-ai/peterborough/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/verification-optimization-ai/kasukabe/,2025-12-14,ko-kr,en-us,kasukabe,service,no,https://nrlc.ai/en-us/services/verification-optimization-ai/kasukabe/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/bard-optimization/ageo/,2025-12-14,de-de,en-us,ageo,service,no,https://nrlc.ai/en-us/services/bard-optimization/ageo/,redirect_301,needs_fix
https://nrlc.ai/de-de/services/accuracy-optimization-ai/yashio/,2025-12-14,de-de,en-us,yashio,service,no,https://nrlc.ai/en-us/services/accuracy-optimization-ai/yashio/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/multimodal-seo-ai/tampa/,2025-12-14,en-gb,en-us,tampa,service,no,https://nrlc.ai/en-us/services/multimodal-seo-ai/tampa/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/link-building-ai/vancouver/,2025-12-14,ko-kr,en-us,vancouver,service,no,https://nrlc.ai/en-us/services/link-building-ai/vancouver/,redirect_301,needs_fix
https://nrlc.ai/en-gb/services/entity-optimization-ai/southend-on-sea/,2025-12-14,en-gb,en-gb,southend-on-sea,service,yes,https://nrlc.ai/en-gb/services/entity-optimization-ai/southend-on-sea/,keep_indexed,canonical
https://nrlc.ai/de-de/services/agentic-seo/boston/,2025-12-14,de-de,en-us,boston,service,no,https://nrlc.ai/en-us/services/agentic-seo/boston/,redirect_301,needs_fix
https://nrlc.ai/ko-kr/services/technical-audit-ai/middlesbrough/,2025-12-14,ko-kr,en-gb,middlesbrough,service,yes,https://nrlc.ai/en-gb/services/local-seo-ai/middlesbrough/,redirect_301,needs_fix
https://nrlc.ai/es-es/services/bard-optimization/cardiff/,2025-12-14,es-es,en-gb,cardiff,service,yes,https://nrlc.ai/en-gb/services/local-seo-ai/cardiff/,redirect_301,needs_fix
https://nrlc.ai/fr-fr/services/competitor-analysis-ai/toda/,2025-12-14,fr-fr,en-us,toda,service,no,https://nrlc.ai/en-us/services/competitor-analysis-ai/toda/,redirect_301,needs_fix
