URL,Locale,"Country Target","City Target",Service,"Page Type","Expected Locale","Has Mismatch","In Sitemap","Canonical URL","Canonical In Sitemap",Issues,Status
https://nrlc.ai/services/agentic-seo/singapore/,none,US,singapore,agentic-seo,service_city,en-us,No,No,https://nrlc.ai/en-us/services/agentic-seo/singapore/,Yes,"Not in sitemap",FAIL
https://nrlc.ai/en-us/services/training/tokyo/,en-us,US,tokyo,training,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/training/tokyo/,Yes,,PASS
https://nrlc.ai/en-us/services/ai-search-optimization/portland/,en-us,US,portland,ai-search-optimization,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/ai-search-optimization/portland/,Yes,,PASS
https://nrlc.ai/en-us/services/ecommerce-ai-seo/sherbrooke/,en-us,US,sherbrooke,ecommerce-ai-seo,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/ecommerce-ai-seo/sherbrooke/,Yes,,PASS
https://nrlc.ai/en-us/services/competitor-analysis-ai/gimhae/,en-us,US,gimhae,competitor-analysis-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/competitor-analysis-ai/gimhae/,Yes,,PASS
https://nrlc.ai/en-us/services/ecommerce-ai-seo/victoria/,en-us,US,victoria,ecommerce-ai-seo,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/ecommerce-ai-seo/victoria/,Yes,,PASS
https://nrlc.ai/ko-kr/services/rest-api/,ko-kr,Global,,rest-api,service,,No,No,https://nrlc.ai/ko-kr/services/rest-api/,No,,PASS
https://nrlc.ai/services/entity-recognition-ai/edmonton/,none,US,edmonton,entity-recognition-ai,service_city,en-us,No,No,https://nrlc.ai/en-us/services/entity-recognition-ai/edmonton/,No,"Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/json-ld-strategy/toronto/,en-gb,US,toronto,json-ld-strategy,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/json-ld-strategy/toronto/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/voice-search-optimization/seoul/,en-us,US,seoul,voice-search-optimization,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/voice-search-optimization/seoul/,Yes,,PASS
http://nrlc.ai/en-us/services/analytics/seoul/,en-us,US,seoul,analytics,service_city,en-us,No,No,http://nrlc.ai/en-us/services/analytics/seoul/,No,"Not in sitemap",FAIL
https://nrlc.ai/en-us/services/crawl-clarity/yellowknife/,en-us,US,yellowknife,crawl-clarity,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/crawl-clarity/yellowknife/,Yes,,PASS
https://nrlc.ai/es-es/services/entity-optimization-ai/whitehorse/,es-es,US,whitehorse,entity-optimization-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/entity-optimization-ai/whitehorse/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/perplexity-optimization/whitehorse/,ko-kr,US,whitehorse,perplexity-optimization,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/perplexity-optimization/whitehorse/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/fr-fr/services/knowledge-graph-ai/trois-rivieres/,fr-fr,US,trois-rivieres,knowledge-graph-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/knowledge-graph-ai/trois-rivieres/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/es-es/services/perplexity-optimization/trois-rivieres/,es-es,US,trois-rivieres,perplexity-optimization,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/perplexity-optimization/trois-rivieres/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/es-es/services/completeness-optimization-ai/trois-rivieres/,es-es,US,trois-rivieres,completeness-optimization-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/completeness-optimization-ai/trois-rivieres/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/retrieval-optimization-ai/trois-rivieres/,ko-kr,US,trois-rivieres,retrieval-optimization-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/retrieval-optimization-ai/trois-rivieres/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/en-us/services/ai-search-optimization/sherbrooke/,en-us,US,sherbrooke,ai-search-optimization,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/ai-search-optimization/sherbrooke/,Yes,,PASS
https://nrlc.ai/en-us/services/transparency-optimization-ai/sherbrooke/,en-us,US,sherbrooke,transparency-optimization-ai,service_city,en-us,No,No,https://nrlc.ai/en-us/services/transparency-optimization-ai/sherbrooke/,No,"Not in sitemap",FAIL
https://nrlc.ai/de-de/services/agentic-seo/sherbrooke/,de-de,US,sherbrooke,agentic-seo,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/agentic-seo/sherbrooke/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/technical-audit-ai/sherbrooke/,ko-kr,US,sherbrooke,technical-audit-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/technical-audit-ai/sherbrooke/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/local-seo-ai/norwich/,en-us,UK,norwich,local-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/local-seo-ai/norwich/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/ai-seo-norwich/,en-us,Global,,ai-seo-norwich,service,,No,No,https://nrlc.ai/en-us/services/ai-seo-norwich/,No,,PASS
https://nrlc.ai/en-us/services/semantic-seo-ai/stoke-on-trent/,en-us,UK,stoke-on-trent,semantic-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/semantic-seo-ai/stoke-on-trent/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/chatgpt-optimization/southport/,en-us,UK,southport,chatgpt-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/chatgpt-optimization/southport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/es-es/services/international-seo/blackpool/,es-es,UK,blackpool,international-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/international-seo/blackpool/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/voice-search-optimization/derby/,en-us,UK,derby,voice-search-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/voice-search-optimization/derby/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/,fr-fr,UK,stockport,conversion-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/conversion-optimization-ai/stockport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/ranking-optimization-ai/huddersfield/,en-us,UK,huddersfield,ranking-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/ranking-optimization-ai/huddersfield/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/en-us/services/verification-optimization-ai/blackpool/,en-us,UK,blackpool,verification-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/verification-optimization-ai/blackpool/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/llm-content-strategy/norwich/,en-us,UK,norwich,llm-content-strategy,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/llm-content-strategy/norwich/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/de-de/services/voice-search-optimization/sheffield/,de-de,UK,sheffield,voice-search-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/voice-search-optimization/sheffield/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/fr-fr/services/local-seo-ai/sudbury/,fr-fr,UK,sudbury,local-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/local-seo-ai/sudbury/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/multimodal-seo-ai/burnley/,ko-kr,UK,burnley,multimodal-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/multimodal-seo-ai/burnley/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/generative-seo/halifax/,en-us,UK,halifax,generative-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/generative-seo/halifax/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/international-seo/huddersfield/,en-gb,UK,huddersfield,international-seo,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/international-seo/huddersfield/,Yes,,PASS
https://nrlc.ai/en-gb/services/multimodal-seo-ai/huddersfield/,en-gb,UK,huddersfield,multimodal-seo-ai,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/multimodal-seo-ai/huddersfield/,Yes,,PASS
https://nrlc.ai/de-de/services/mobile-seo-ai/singapore/,de-de,US,singapore,mobile-seo-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/mobile-seo-ai/singapore/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/site-audits/southport/,en-us,UK,southport,site-audits,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/site-audits/southport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/conversion-optimization-ai/virginia-beach/,en-us,US,virginia-beach,conversion-optimization-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/conversion-optimization-ai/virginia-beach/,Yes,,PASS
https://nrlc.ai/en-us/services/link-building-ai/barrie/,en-us,US,barrie,link-building-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/link-building-ai/barrie/,Yes,,PASS
https://nrlc.ai/en-us/services/generative-seo/southport/,en-us,UK,southport,generative-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/generative-seo/southport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/mobile-seo-ai/singapore/,en-gb,US,singapore,mobile-seo-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/mobile-seo-ai/singapore/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/fr-fr/services/generative-seo/southend-on-sea/,fr-fr,UK,southend-on-sea,generative-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/generative-seo/southend-on-sea/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/ai-search-optimization/oldham/,en-us,UK,oldham,ai-search-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/ai-search-optimization/oldham/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/bard-optimization/huddersfield/,en-us,UK,huddersfield,bard-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/bard-optimization/huddersfield/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/training/cardiff/,en-us,UK,cardiff,training,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/training/cardiff/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/es-es/services/contextual-seo-ai/huddersfield/,es-es,UK,huddersfield,contextual-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/contextual-seo-ai/huddersfield/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/,de-de,UK,stockport,relevance-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/relevance-optimization-ai/stockport/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/llm-optimization/northampton/,ko-kr,UK,northampton,llm-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/llm-optimization/northampton/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/ai-search-optimization/glasgow/,en-gb,UK,glasgow,ai-search-optimization,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/ai-search-optimization/glasgow/,Yes,,PASS
https://nrlc.ai/en-us/services/analytics/burnley/,en-us,UK,burnley,analytics,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/analytics/burnley/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/mobile-seo-ai/jacksonville/,en-us,US,jacksonville,mobile-seo-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/mobile-seo-ai/jacksonville/,Yes,,PASS
https://nrlc.ai/en-us/services/completeness-optimization-ai/stoke-on-trent/,en-us,UK,stoke-on-trent,completeness-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/completeness-optimization-ai/stoke-on-trent/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/international-seo/stoke-on-trent/,en-us,UK,stoke-on-trent,international-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/international-seo/stoke-on-trent/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/generative-seo/glasgow/,en-us,UK,glasgow,generative-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/generative-seo/glasgow/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/conversion-optimization-ai/long-beach/,en-us,US,long-beach,conversion-optimization-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/conversion-optimization-ai/long-beach/,Yes,,PASS
https://nrlc.ai/en-us/services/ai-citation-optimization/stoke-on-trent/,en-us,UK,stoke-on-trent,ai-citation-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/ai-citation-optimization/stoke-on-trent/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/en-gb/services/freshness-optimization-ai/derby/,en-gb,UK,derby,freshness-optimization-ai,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/freshness-optimization-ai/derby/,Yes,,PASS
https://nrlc.ai/en-us/services/perplexity-optimization/blackpool/,en-us,UK,blackpool,perplexity-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/perplexity-optimization/blackpool/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/de-de/services/conversion-optimization-ai/colorado-springs/,de-de,US,colorado-springs,conversion-optimization-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/conversion-optimization-ai/colorado-springs/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/fr-fr/services/local-seo-ai/blackpool/,fr-fr,UK,blackpool,local-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/local-seo-ai/blackpool/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/completeness-optimization-ai/southport/,ko-kr,UK,southport,completeness-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/completeness-optimization-ai/southport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/technical-seo/nottingham/,en-us,UK,nottingham,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/nottingham/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/de-de/services/contextual-seo-ai/glasgow/,de-de,UK,glasgow,contextual-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/contextual-seo-ai/glasgow/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/de-de/services/mobile-seo-ai/chicago/,de-de,US,chicago,mobile-seo-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/mobile-seo-ai/chicago/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,en-gb,UK,london,chatgpt-optimization,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,Yes,,PASS
https://nrlc.ai/ko-kr/services/entity-optimization-ai/burnley/,ko-kr,UK,burnley,entity-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/entity-optimization-ai/burnley/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/technical-seo/oldham/,en-us,UK,oldham,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/oldham/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/local-seo-ai/detroit/,en-us,US,detroit,local-seo-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/local-seo-ai/detroit/,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/huddersfield/,en-us,UK,huddersfield,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/huddersfield/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/claude-optimization/victoria/,en-us,US,victoria,claude-optimization,service_city,en-us,No,No,https://nrlc.ai/en-us/services/claude-optimization/victoria/,No,"Not in sitemap",FAIL
https://nrlc.ai/services/copilot-optimization/glasgow/,none,UK,glasgow,copilot-optimization,service_city,en-gb,No,No,https://nrlc.ai/en-gb/services/copilot-optimization/glasgow/,No,"Not in sitemap",FAIL
https://nrlc.ai/en-us/services/generative-seo/kelowna/,en-us,US,kelowna,generative-seo,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/generative-seo/kelowna/,Yes,,PASS
https://nrlc.ai/es-es/services/site-audits/newcastle/,es-es,UK,newcastle,site-audits,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/site-audits/newcastle/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/,ko-kr,UK,stockport,conversational-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/conversational-seo-ai/stockport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/perplexity-optimization/victoria/,en-us,US,victoria,perplexity-optimization,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/perplexity-optimization/victoria/,Yes,,PASS
https://nrlc.ai/fr-fr/services/voice-search-optimization/nottingham/,fr-fr,UK,nottingham,voice-search-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/voice-search-optimization/nottingham/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/conversion-optimization-ai/stockport/,en-us,UK,stockport,conversion-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/conversion-optimization-ai/stockport/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/services/generative-seo/singapore/,none,US,singapore,generative-seo,service_city,en-us,No,No,https://nrlc.ai/en-us/services/generative-seo/singapore/,Yes,"Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/local-seo-ai/oldham/,ko-kr,UK,oldham,local-seo-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,en-us,US,singapore,intent-optimization-ai,service_city,en-us,No,No,https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,No,"Not in sitemap",FAIL
https://nrlc.ai/en-us/services/featured-snippets-ai/burnley/,en-us,UK,burnley,featured-snippets-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/featured-snippets-ai/burnley/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/site-audits/belfast/,ko-kr,UK,belfast,site-audits,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/site-audits/belfast/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/conversion-optimization-ai/abbotsford/,en-us,US,abbotsford,conversion-optimization-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/conversion-optimization-ai/abbotsford/,Yes,,PASS
https://nrlc.ai/en-gb/services/generative-seo/glasgow/,en-gb,UK,glasgow,generative-seo,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/generative-seo/glasgow/,Yes,,PASS
https://nrlc.ai/services/accuracy-optimization-ai/bristol/,none,UK,bristol,accuracy-optimization-ai,service_city,en-gb,No,No,https://nrlc.ai/en-gb/services/accuracy-optimization-ai/bristol/,No,"Not in sitemap",FAIL
https://nrlc.ai/es-es/services/mobile-seo-ai/chicago/,es-es,US,chicago,mobile-seo-ai,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/mobile-seo-ai/chicago/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/de-de/services/generative-seo/houston/,de-de,US,houston,generative-seo,service_city,en-us,Yes,No,https://nrlc.ai/en-us/services/generative-seo/houston/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/training/denver/,en-us,US,denver,training,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/training/denver/,Yes,,PASS
https://nrlc.ai/es-es/services/international-seo/halifax/,es-es,UK,halifax,international-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/international-seo/halifax/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/generative-seo/atlanta/,en-us,US,atlanta,generative-seo,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/generative-seo/atlanta/,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/peterborough/,en-us,UK,peterborough,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/peterborough/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/ai-search-optimization/singapore/,en-us,US,singapore,ai-search-optimization,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/ai-search-optimization/singapore/,Yes,,PASS
https://nrlc.ai/en-gb/services/site-audits/newcastle/,en-gb,UK,newcastle,site-audits,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/site-audits/newcastle/,Yes,,PASS
https://nrlc.ai/ko-kr/services/ai-citation-optimization/middlesbrough/,ko-kr,UK,middlesbrough,ai-citation-optimization,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/ai-citation-optimization/middlesbrough/,No,"Locale mismatch; Not in sitemap; Canonical target not in sitemap",FAIL
https://nrlc.ai/es-es/services/technical-seo/cambridge/,es-es,UK,cambridge,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/cambridge/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/peterborough/,ko-kr,UK,peterborough,metadata-optimization-ai,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/metadata-optimization-ai/peterborough/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/copilot-optimization/kuki/,en-us,US,kuki,copilot-optimization,service_city,en-us,No,No,https://nrlc.ai/en-us/services/copilot-optimization/kuki/,No,"Not in sitemap",FAIL
https://nrlc.ai/en-gb/services/generative-seo/hull/,en-gb,UK,hull,generative-seo,service_city,en-gb,No,Yes,https://nrlc.ai/en-gb/services/generative-seo/hull/,Yes,,PASS
https://nrlc.ai/en-us/services/technical-seo/middlesbrough/,en-us,UK,middlesbrough,technical-seo,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/technical-seo/middlesbrough/,Yes,"Locale mismatch; Not in sitemap",FAIL
https://nrlc.ai/en-us/services/competitor-analysis-ai/kansas-city/,en-us,US,kansas-city,competitor-analysis-ai,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/competitor-analysis-ai/kansas-city/,Yes,,PASS
https://nrlc.ai/en-us/services/site-audits/san-francisco/,en-us,US,san-francisco,site-audits,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/site-audits/san-francisco/,Yes,,PASS
https://nrlc.ai/en-us/services/generative-seo/houston/,en-us,US,houston,generative-seo,service_city,en-us,No,Yes,https://nrlc.ai/en-us/services/generative-seo/houston/,Yes,,PASS
https://nrlc.ai/fr-fr/services/site-audits/belfast/,fr-fr,UK,belfast,site-audits,service_city,en-gb,Yes,No,https://nrlc.ai/en-gb/services/site-audits/belfast/,Yes,"Locale mismatch; Not in sitemap",FAIL
