URL,"Last Crawled","Issue Type","Canonical URL",Action,Status
https://nrlc.ai/en-gb/services/perplexity-optimization/toyonaka/,2025-12-16,other,https://nrlc.ai/en-gb/services/perplexity-optimization/toyonaka/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/generative-seo/abbotsford/,2025-12-16,other,https://nrlc.ai/ko-kr/services/generative-seo/abbotsford/,investigate,needs_fix
https://nrlc.ai/es-es/services/analytics/niigata/,2025-12-16,other,https://nrlc.ai/es-es/services/analytics/niigata/,investigate,needs_fix
https://nrlc.ai/de-de/services/ecommerce-ai-seo/iruma/,2025-12-16,other,https://nrlc.ai/de-de/services/ecommerce-ai-seo/iruma/,investigate,needs_fix
https://nrlc.ai/de-de/services/ai-search-optimization/sherbrooke/,2025-12-16,other,https://nrlc.ai/de-de/services/ai-search-optimization/sherbrooke/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/llm-seeding/san-antonio/,2025-12-16,other,https://nrlc.ai/ko-kr/services/llm-seeding/san-antonio/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/entity-recognition-ai/detroit/,2025-12-16,other,https://nrlc.ai/ko-kr/services/entity-recognition-ai/detroit/,investigate,needs_fix
https://nrlc.ai/es-es/services/retrieval-optimization-ai/yamagata/,2025-12-16,other,https://nrlc.ai/es-es/services/retrieval-optimization-ai/yamagata/,investigate,needs_fix
https://nrlc.ai/de-de/services/json-ld-strategy/houston/,2025-12-16,other,https://nrlc.ai/de-de/services/json-ld-strategy/houston/,investigate,needs_fix
https://nrlc.ai/en-gb/services/freshness-optimization-ai/long-beach/,2025-12-16,other,https://nrlc.ai/en-gb/services/freshness-optimization-ai/long-beach/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/conversational-seo-ai/austin/,2025-12-16,other,https://nrlc.ai/ko-kr/services/conversational-seo-ai/austin/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/technical-seo/oklahoma-city/,2025-12-16,other,https://nrlc.ai/fr-fr/services/technical-seo/oklahoma-city/,investigate,needs_fix
https://nrlc.ai/services/technical-seo/oklahoma-city/,2025-12-16,missing_locale_prefix,https://nrlc.ai/en-us/services/technical-seo/oklahoma-city/,redirect_301_locale,needs_fix
https://nrlc.ai/es-es/services/relevance-optimization-ai/gimhae/,2025-12-16,other,https://nrlc.ai/es-es/services/relevance-optimization-ai/gimhae/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/relevance-optimization-ai/gimhae/,2025-12-16,other,https://nrlc.ai/ko-kr/services/relevance-optimization-ai/gimhae/,investigate,needs_fix
https://nrlc.ai/es-es/services/llm-seeding/ansan/,2025-12-16,other,https://nrlc.ai/es-es/services/llm-seeding/ansan/,investigate,needs_fix
https://nrlc.ai/en-gb/services/knowledge-graph-ai/okegawa/,2025-12-16,other,https://nrlc.ai/en-gb/services/knowledge-graph-ai/okegawa/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/intent-optimization-ai/tampa/,2025-12-16,other,https://nrlc.ai/fr-fr/services/intent-optimization-ai/tampa/,investigate,needs_fix
https://nrlc.ai/en-gb/services/llm-content-strategy/brighton/,2025-12-16,other,https://nrlc.ai/en-gb/services/llm-content-strategy/brighton/,investigate,needs_fix
https://nrlc.ai/es-es/services/training/detroit/,2025-12-16,other,https://nrlc.ai/es-es/services/training/detroit/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/voice-search-optimization/san-antonio/,2025-12-16,other,https://nrlc.ai/fr-fr/services/voice-search-optimization/san-antonio/,investigate,needs_fix
https://nrlc.ai/en-gb/services/analytics/manchester/,2025-12-16,other,https://nrlc.ai/en-gb/services/analytics/manchester/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/entity-optimization-ai/kuki/,2025-12-16,other,https://nrlc.ai/fr-fr/services/entity-optimization-ai/kuki/,investigate,needs_fix
https://nrlc.ai/es-es/services/copilot-optimization/wako/,2025-12-16,other,https://nrlc.ai/es-es/services/copilot-optimization/wako/,investigate,needs_fix
https://nrlc.ai/en-gb/services/personalization-ai/las-vegas/,2025-12-16,other,https://nrlc.ai/en-gb/services/personalization-ai/las-vegas/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/personalization-ai/las-vegas/,2025-12-16,other,https://nrlc.ai/ko-kr/services/personalization-ai/las-vegas/,investigate,needs_fix
https://nrlc.ai/de-de/services/voice-search-optimization/niigata/,2025-12-16,other,https://nrlc.ai/de-de/services/voice-search-optimization/niigata/,investigate,needs_fix
https://nrlc.ai/es-es/services/analytics/kazo/,2025-12-16,other,https://nrlc.ai/es-es/services/analytics/kazo/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/analytics/kazo/,2025-12-16,other,https://nrlc.ai/fr-fr/services/analytics/kazo/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/semantic-seo-ai/koshigaya/,2025-12-16,other,https://nrlc.ai/ko-kr/services/semantic-seo-ai/koshigaya/,investigate,needs_fix
https://nrlc.ai/en-gb/services/analytics/sagamihara/,2025-12-16,other,https://nrlc.ai/en-gb/services/analytics/sagamihara/,investigate,needs_fix
https://nrlc.ai/es-es/services/multimodal-seo-ai/kumamoto/,2025-12-16,other,https://nrlc.ai/es-es/services/multimodal-seo-ai/kumamoto/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/multimodal-seo-ai/kumamoto/,2025-12-16,other,https://nrlc.ai/fr-fr/services/multimodal-seo-ai/kumamoto/,investigate,needs_fix
https://nrlc.ai/es-es/services/knowledge-graph-ai/miami/,2025-12-16,other,https://nrlc.ai/es-es/services/knowledge-graph-ai/miami/,investigate,needs_fix
https://nrlc.ai/en-gb/services/international-seo/akita/,2025-12-16,other,https://nrlc.ai/en-gb/services/international-seo/akita/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/transparency-optimization-ai/gwangju/,2025-12-16,other,https://nrlc.ai/fr-fr/services/transparency-optimization-ai/gwangju/,investigate,needs_fix
https://nrlc.ai/es-es/services/trust-optimization-ai/saguenay/,2025-12-16,other,https://nrlc.ai/es-es/services/trust-optimization-ai/saguenay/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/link-building-ai/toyonaka/,2025-12-16,other,https://nrlc.ai/fr-fr/services/link-building-ai/toyonaka/,investigate,needs_fix
https://nrlc.ai/de-de/services/competitor-analysis-ai/atlanta/,2025-12-16,other,https://nrlc.ai/de-de/services/competitor-analysis-ai/atlanta/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/completeness-optimization-ai/funabashi/,2025-12-16,other,https://nrlc.ai/fr-fr/services/completeness-optimization-ai/funabashi/,investigate,needs_fix
https://nrlc.ai/en-gb/services/training/chicago/,2025-12-16,other,https://nrlc.ai/en-gb/services/training/chicago/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/analytics/edinburgh/,2025-12-16,other,https://nrlc.ai/fr-fr/services/analytics/edinburgh/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/technical-seo/goyang/,2025-12-16,other,https://nrlc.ai/ko-kr/services/technical-seo/goyang/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/technical-audit-ai/niigata/,2025-12-16,other,https://nrlc.ai/fr-fr/services/technical-audit-ai/niigata/,investigate,needs_fix
https://nrlc.ai/es-es/services/completeness-optimization-ai/fukushima/,2025-12-16,other,https://nrlc.ai/es-es/services/completeness-optimization-ai/fukushima/,investigate,needs_fix
https://nrlc.ai/de-de/services/structured-data-ai/blackpool/,2025-12-16,other,https://nrlc.ai/de-de/services/structured-data-ai/blackpool/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/completeness-optimization-ai/blackpool/,2025-12-16,other,https://nrlc.ai/ko-kr/services/completeness-optimization-ai/blackpool/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/mobile-seo-ai/mito/,2025-12-16,other,https://nrlc.ai/fr-fr/services/mobile-seo-ai/mito/,investigate,needs_fix
https://nrlc.ai/es-es/services/intent-optimization-ai/minneapolis/,2025-12-16,other,https://nrlc.ai/es-es/services/intent-optimization-ai/minneapolis/,investigate,needs_fix
https://nrlc.ai/es-es/services/authority-optimization-ai/daejeon/,2025-12-16,other,https://nrlc.ai/es-es/services/authority-optimization-ai/daejeon/,investigate,needs_fix
https://nrlc.ai/es-es/services/bard-optimization/phoenix/,2025-12-16,other,https://nrlc.ai/es-es/services/bard-optimization/phoenix/,investigate,needs_fix
https://nrlc.ai/es-es/services/knowledge-graph-ai/nara/,2025-12-16,other,https://nrlc.ai/es-es/services/knowledge-graph-ai/nara/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/verification-optimization-ai/jinju/,2025-12-16,other,https://nrlc.ai/fr-fr/services/verification-optimization-ai/jinju/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/verification-optimization-ai/jinju/,2025-12-16,other,https://nrlc.ai/ko-kr/services/verification-optimization-ai/jinju/,investigate,needs_fix
https://nrlc.ai/es-es/services/competitor-analysis-ai/kawagoe/,2025-12-16,other,https://nrlc.ai/es-es/services/competitor-analysis-ai/kawagoe/,investigate,needs_fix
https://nrlc.ai/de-de/services/intent-optimization-ai/cheongju/,2025-12-16,other,https://nrlc.ai/de-de/services/intent-optimization-ai/cheongju/,investigate,needs_fix
https://nrlc.ai/es-es/services/intent-optimization-ai/daegu/,2025-12-16,other,https://nrlc.ai/es-es/services/intent-optimization-ai/daegu/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/generative-seo/funabashi/,2025-12-16,other,https://nrlc.ai/fr-fr/services/generative-seo/funabashi/,investigate,needs_fix
https://nrlc.ai/de-de/services/technical-seo/sapporo/,2025-12-16,other,https://nrlc.ai/de-de/services/technical-seo/sapporo/,investigate,needs_fix
https://nrlc.ai/de-de/services/retrieval-optimization-ai/shizuoka/,2025-12-16,other,https://nrlc.ai/de-de/services/retrieval-optimization-ai/shizuoka/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/generative-seo/sapporo/,2025-12-16,other,https://nrlc.ai/ko-kr/services/generative-seo/sapporo/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/contextual-seo-ai/raleigh/,2025-12-16,other,https://nrlc.ai/ko-kr/services/contextual-seo-ai/raleigh/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/technical-seo/columbus/,2025-12-16,other,https://nrlc.ai/ko-kr/services/technical-seo/columbus/,investigate,needs_fix
https://nrlc.ai/es-es/services/ecommerce-ai-seo/edmonton/,2025-12-16,other,https://nrlc.ai/es-es/services/ecommerce-ai-seo/edmonton/,investigate,needs_fix
https://nrlc.ai/en-gb/services/analytics/changwon/,2025-12-16,other,https://nrlc.ai/en-gb/services/analytics/changwon/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/mobile-seo-ai/kawasaki/,2025-12-16,other,https://nrlc.ai/ko-kr/services/mobile-seo-ai/kawasaki/,investigate,needs_fix
https://nrlc.ai/de-de/services/content-optimization-ai/fukushima/,2025-12-16,other,https://nrlc.ai/de-de/services/content-optimization-ai/fukushima/,investigate,needs_fix
https://nrlc.ai/de-de/services/llm-seeding/hasuda/,2025-12-16,other,https://nrlc.ai/de-de/services/llm-seeding/hasuda/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/memphis/,2025-12-16,other,https://nrlc.ai/ko-kr/services/metadata-optimization-ai/memphis/,investigate,needs_fix
https://nrlc.ai/de-de/services/mobile-seo-ai/fukushima/,2025-12-16,other,https://nrlc.ai/de-de/services/mobile-seo-ai/fukushima/,investigate,needs_fix
https://nrlc.ai/en-gb/services/llm-content-strategy/norwich/,2025-12-16,other,https://nrlc.ai/en-gb/services/llm-content-strategy/norwich/,investigate,needs_fix
https://nrlc.ai/es-es/services/technical-audit-ai/norwich/,2025-12-16,other,https://nrlc.ai/es-es/services/technical-audit-ai/norwich/,investigate,needs_fix
https://nrlc.ai/es-es/services/crawl-clarity/belfast/,2025-12-16,other,https://nrlc.ai/es-es/services/crawl-clarity/belfast/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/transparency-optimization-ai/kawaguchi/,2025-12-16,other,https://nrlc.ai/fr-fr/services/transparency-optimization-ai/kawaguchi/,investigate,needs_fix
https://nrlc.ai/es-es/services/voice-search-optimization/ansan/,2025-12-16,other,https://nrlc.ai/es-es/services/voice-search-optimization/ansan/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/contextual-seo-ai/yamagata/,2025-12-16,other,https://nrlc.ai/fr-fr/services/contextual-seo-ai/yamagata/,investigate,needs_fix
https://nrlc.ai/de-de/services/retrieval-optimization-ai/jacksonville/,2025-12-16,other,https://nrlc.ai/de-de/services/retrieval-optimization-ai/jacksonville/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/json-ld-strategy/sherbrooke/,2025-12-16,other,https://nrlc.ai/ko-kr/services/json-ld-strategy/sherbrooke/,investigate,needs_fix
https://nrlc.ai/en-gb/services/semantic-seo-ai/matsuyama/,2025-12-16,other,https://nrlc.ai/en-gb/services/semantic-seo-ai/matsuyama/,investigate,needs_fix
https://nrlc.ai/de-de/services/crawl-clarity/middlesbrough/,2025-12-16,other,https://nrlc.ai/de-de/services/crawl-clarity/middlesbrough/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/ai-search-optimization/fukaya/,2025-12-16,other,https://nrlc.ai/ko-kr/services/ai-search-optimization/fukaya/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/verification-optimization-ai/singapore/,2025-12-16,other,https://nrlc.ai/ko-kr/services/verification-optimization-ai/singapore/,investigate,needs_fix
https://nrlc.ai/es-es/services/ranking-optimization-ai/boston/,2025-12-16,other,https://nrlc.ai/es-es/services/ranking-optimization-ai/boston/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/ranking-optimization-ai/boston/,2025-12-16,other,https://nrlc.ai/fr-fr/services/ranking-optimization-ai/boston/,investigate,needs_fix
https://nrlc.ai/en-gb/services/ranking-optimization-ai/detroit/,2025-12-16,other,https://nrlc.ai/en-gb/services/ranking-optimization-ai/detroit/,investigate,needs_fix
https://nrlc.ai/es-es/services/ranking-optimization-ai/kawaguchi/,2025-12-16,other,https://nrlc.ai/es-es/services/ranking-optimization-ai/kawaguchi/,investigate,needs_fix
https://nrlc.ai/es-es/services/ecommerce-ai-seo/hasuda/,2025-12-16,other,https://nrlc.ai/es-es/services/ecommerce-ai-seo/hasuda/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/international-seo/mesa/,2025-12-16,other,https://nrlc.ai/fr-fr/services/international-seo/mesa/,investigate,needs_fix
https://nrlc.ai/de-de/services/entity-optimization-ai/fort-worth/,2025-12-16,other,https://nrlc.ai/de-de/services/entity-optimization-ai/fort-worth/,investigate,needs_fix
https://nrlc.ai/en-gb/services/metadata-optimization-ai/san-francisco/,2025-12-16,other,https://nrlc.ai/en-gb/services/metadata-optimization-ai/san-francisco/,investigate,needs_fix
https://nrlc.ai/es-es/services/explainability-optimization-ai/virginia-beach/,2025-12-16,other,https://nrlc.ai/es-es/services/explainability-optimization-ai/virginia-beach/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/b2b-seo-ai/winnipeg/,2025-12-16,other,https://nrlc.ai/fr-fr/services/b2b-seo-ai/winnipeg/,investigate,needs_fix
https://nrlc.ai/de-de/services/retrieval-optimization-ai/hamilton/,2025-12-16,other,https://nrlc.ai/de-de/services/retrieval-optimization-ai/hamilton/,investigate,needs_fix
https://nrlc.ai/en-gb/services/json-ld-strategy/guelph/,2025-12-16,other,https://nrlc.ai/en-gb/services/json-ld-strategy/guelph/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/copilot-optimization/nashville/,2025-12-16,other,https://nrlc.ai/ko-kr/services/copilot-optimization/nashville/,investigate,needs_fix
https://nrlc.ai/de-de/services/authority-optimization-ai/kagoshima/,2025-12-16,other,https://nrlc.ai/de-de/services/authority-optimization-ai/kagoshima/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/recommendation-ai/iqaluit/,2025-12-16,other,https://nrlc.ai/fr-fr/services/recommendation-ai/iqaluit/,investigate,needs_fix
https://nrlc.ai/de-de/services/ecommerce-ai-seo/kazo/,2025-12-16,other,https://nrlc.ai/de-de/services/ecommerce-ai-seo/kazo/,investigate,needs_fix
https://nrlc.ai/de-de/services/multimodal-seo-ai/chicago/,2025-12-16,other,https://nrlc.ai/de-de/services/multimodal-seo-ai/chicago/,investigate,needs_fix
https://nrlc.ai/es-es/services/conversion-optimization-ai/fukaya/,2025-12-16,other,https://nrlc.ai/es-es/services/conversion-optimization-ai/fukaya/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/structured-data-ai/daegu/,2025-12-16,other,https://nrlc.ai/fr-fr/services/structured-data-ai/daegu/,investigate,needs_fix
https://nrlc.ai/en-gb/services/metadata-optimization-ai/west-bromwich/,2025-12-16,other,https://nrlc.ai/en-gb/services/metadata-optimization-ai/west-bromwich/,investigate,needs_fix
https://nrlc.ai/en-gb/services/authority-optimization-ai/regina/,2025-12-16,other,https://nrlc.ai/en-gb/services/authority-optimization-ai/regina/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/ai-citation-optimization/birmingham/,2025-12-16,other,https://nrlc.ai/fr-fr/services/ai-citation-optimization/birmingham/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/relevance-optimization-ai/birmingham/,2025-12-16,other,https://nrlc.ai/ko-kr/services/relevance-optimization-ai/birmingham/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/technical-audit-ai/birmingham/,2025-12-16,other,https://nrlc.ai/ko-kr/services/technical-audit-ai/birmingham/,investigate,needs_fix
https://nrlc.ai/de-de/services/authority-optimization-ai/fort-worth/,2025-12-16,other,https://nrlc.ai/de-de/services/authority-optimization-ai/fort-worth/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/copilot-optimization/bristol/,2025-12-16,other,https://nrlc.ai/fr-fr/services/copilot-optimization/bristol/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/authority-optimization-ai/sacramento/,2025-12-16,other,https://nrlc.ai/fr-fr/services/authority-optimization-ai/sacramento/,investigate,needs_fix
https://nrlc.ai/de-de/services/technical-audit-ai/northampton/,2025-12-16,other,https://nrlc.ai/de-de/services/technical-audit-ai/northampton/,investigate,needs_fix
https://nrlc.ai/es-es/services/ranking-optimization-ai/raleigh/,2025-12-16,other,https://nrlc.ai/es-es/services/ranking-optimization-ai/raleigh/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/verification-optimization-ai/west-bromwich/,2025-12-16,other,https://nrlc.ai/fr-fr/services/verification-optimization-ai/west-bromwich/,investigate,needs_fix
https://nrlc.ai/en-gb/services/agentic-seo/charlotte/,2025-12-16,other,https://nrlc.ai/en-gb/services/agentic-seo/charlotte/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/schema-markup-ai/ansan/,2025-12-16,other,https://nrlc.ai/ko-kr/services/schema-markup-ai/ansan/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/analytics/sejong/,2025-12-16,other,https://nrlc.ai/fr-fr/services/analytics/sejong/,investigate,needs_fix
https://nrlc.ai/de-de/services/json-ld-strategy/leicester/,2025-12-16,other,https://nrlc.ai/de-de/services/json-ld-strategy/leicester/,investigate,needs_fix
https://nrlc.ai/de-de/services/ranking-optimization-ai/leicester/,2025-12-16,other,https://nrlc.ai/de-de/services/ranking-optimization-ai/leicester/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/international-seo/leicester/,2025-12-16,other,https://nrlc.ai/ko-kr/services/international-seo/leicester/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/featured-snippets-ai/boston/,2025-12-16,other,https://nrlc.ai/fr-fr/services/featured-snippets-ai/boston/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/content-optimization-ai/hamilton/,2025-12-16,other,https://nrlc.ai/ko-kr/services/content-optimization-ai/hamilton/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/content-optimization-ai/hull/,2025-12-16,other,https://nrlc.ai/fr-fr/services/content-optimization-ai/hull/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/personalization-ai/trois-rivieres/,2025-12-16,other,https://nrlc.ai/fr-fr/services/personalization-ai/trois-rivieres/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/chatgpt-optimization/akita/,2025-12-16,other,https://nrlc.ai/ko-kr/services/chatgpt-optimization/akita/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/training/busan/,2025-12-16,other,https://nrlc.ai/fr-fr/services/training/busan/,investigate,needs_fix
https://nrlc.ai/ko-kr/services/international-seo/sherbrooke/,2025-12-16,other,https://nrlc.ai/ko-kr/services/international-seo/sherbrooke/,investigate,needs_fix
https://nrlc.ai/de-de/services/relevance-optimization-ai/el-paso/,2025-12-16,other,https://nrlc.ai/de-de/services/relevance-optimization-ai/el-paso/,investigate,needs_fix
https://nrlc.ai/fr-fr/services/voice-search-optimization/saskatoon/,2025-12-16,other,https://nrlc.ai/fr-fr/services/voice-search-optimization/saskatoon/,investigate,needs_fix
